order_id,order_date,customer_id,product_id,region_id,quantity,revenue_gross,revenue_net,cogs,gross_margin,order_status,discount_amount
ORD-10956,2022-03-03,C00247,P00015,3,1,11650.18,11650.18,8283.3,3366.880000000001,Completed,0.0
ORD-10957,2022-03-03,C01112,P00118,1,2,13396.84,13396.84,9140.3,4256.540000000001,Completed,0.0
ORD-10958,2022-03-03,C00539,P00126,3,1,7969.14,7969.14,5790.03,2179.1100000000006,Completed,0.0
ORD-10959,2022-03-03,C00032,P00031,2,3,6423.99,6423.99,4802.01,1621.9799999999996,Completed,0.0
ORD-10960,2022-03-03,C00647,P00061,3,5,5034.2,5034.2,3737.25,1296.9499999999998,Completed,0.0
ORD-10961,2022-03-03,C00112,P00052,4,1,4456.99,4456.99,3341.05,1115.9399999999996,Cancelled,0.0
ORD-10962,2022-03-03,C00926,P00119,3,1,17889.96,17889.96,11198.37,6691.589999999998,Completed,0.0
ORD-10963,2022-03-03,C00814,P00117,2,3,9530.79,9054.250499999998,7434.27,1619.9804999999978,Completed,476.5395000000026
ORD-10964,2022-03-03,C00147,P00080,1,5,48625.5,48625.5,32942.7,15682.800000000005,Completed,0.0
ORD-10965,2022-03-03,C00668,P00150,4,2,15145.08,15145.08,9577.52,5567.56,Returned,0.0
ORD-10966,2022-03-04,C00459,P00085,4,5,16508.85,14857.964999999998,12703.65,2154.3149999999987,Completed,1650.8850000000002
ORD-10967,2022-03-04,C00638,P00002,2,2,20293.16,19278.502,14749.02,4529.482,Completed,1014.6579999999994
ORD-10968,2022-03-04,C00979,P00141,4,3,32443.41,30821.2395,23857.92,6963.319499999994,Completed,1622.1705000000002
ORD-10969,2022-03-04,C00242,P00082,1,5,1887.7,1887.7,1196.65,691.05,Completed,0.0
ORD-10970,2022-03-04,C00384,P00080,1,3,29175.300000000003,29175.300000000003,19765.619999999995,9409.680000000008,Completed,0.0
ORD-10971,2022-03-04,C00464,P00126,2,4,31876.56,30282.732,23160.12,7122.612000000001,Completed,1593.8280000000013
ORD-10972,2022-03-04,C00849,P00134,4,3,3990.72,3990.72,3070.83,919.8900000000004,Completed,0.0
ORD-10973,2022-03-04,C01083,P00118,1,5,33492.1,33492.1,22850.75,10641.35,Completed,0.0
ORD-10974,2022-03-04,C00311,P00057,1,1,2062.47,2062.47,1396.15,666.3199999999997,Completed,0.0
ORD-10975,2022-03-04,C01091,P00021,4,4,51912.24,51912.24,33130.56,18781.68,Completed,0.0
ORD-10976,2022-03-04,C00028,P00010,4,5,80881.25,80881.25,60083.4,20797.85,Completed,0.0
ORD-10977,2022-03-04,C00586,P00004,1,1,5091.27,4836.7065,4084.27,752.4365000000003,Completed,254.5635000000002
ORD-10978,2022-03-04,C00501,P00018,2,1,17013.05,17013.05,10902.42,6110.629999999999,Completed,0.0
ORD-10979,2022-03-04,C00467,P00001,3,3,60649.05,60649.05,42059.16,18589.89,Completed,0.0
ORD-10980,2022-03-05,C00417,P00132,3,1,22450.79,22450.79,14574.87,7875.92,Completed,0.0
ORD-10981,2022-03-05,C00277,P00085,1,1,3301.77,3301.77,2540.73,761.04,Completed,0.0
ORD-10982,2022-03-05,C00294,P00026,2,1,2419.5,2419.5,1825.1,594.4000000000001,Completed,0.0
ORD-10983,2022-03-05,C01085,P00060,4,3,1897.17,1897.17,1239.63,657.5400000000002,Completed,0.0
ORD-10984,2022-03-05,C01166,P00022,3,1,4407.94,3526.352,3479.09,47.26199999999972,Completed,881.5879999999997
ORD-10985,2022-03-05,C00055,P00097,2,5,5268.400000000001,4741.56,3469.75,1271.8100000000004,Cancelled,526.8400000000001
ORD-10986,2022-03-05,C00080,P00029,4,5,8553.45,8553.45,5984.95,2568.500000000001,Completed,0.0
ORD-10987,2022-03-05,C00472,P00097,4,5,5268.400000000001,4741.56,3469.75,1271.8100000000004,Completed,526.8400000000001
ORD-10988,2022-03-05,C00467,P00131,3,3,14102.579999999998,14102.579999999998,11641.23,2461.3499999999985,Completed,0.0
ORD-10989,2022-03-05,C00703,P00069,3,3,13032.24,11729.016,10491.96,1237.055999999999,Completed,1303.2240000000002
ORD-10990,2022-03-05,C00312,P00030,1,4,29831.04,26847.936,19215.36,7632.576000000001,Completed,2983.1039999999994
ORD-10991,2022-03-05,C00132,P00113,4,4,41030.72,32824.576,29692.68,3131.8960000000006,Completed,8206.144
ORD-10992,2022-03-06,C00566,P00026,3,1,2419.5,2419.5,1825.1,594.4000000000001,Completed,0.0
ORD-10993,2022-03-06,C01111,P00020,2,5,26288.2,26288.2,21572.35,4715.849999999999,Completed,0.0
ORD-10994,2022-03-06,C00841,P00042,4,4,22467.08,21343.726,15240.08,6103.6460000000025,Completed,1123.354000000003
ORD-10995,2022-03-06,C00846,P00137,2,2,9476.86,9476.86,7059.02,2417.84,Completed,0.0
ORD-10996,2022-03-06,C00639,P00141,4,2,21628.94,21628.94,15905.28,5723.659999999998,Completed,0.0
ORD-10997,2022-03-06,C00085,P00150,1,3,22717.62,22717.62,14366.28,8351.339999999998,Completed,0.0
ORD-10998,2022-03-06,C00473,P00042,1,5,28083.85,28083.85,19050.1,9033.750000000004,Completed,0.0
ORD-10999,2022-03-06,C00326,P00020,4,2,10515.28,9989.516,8628.94,1360.575999999999,Completed,525.764000000001
ORD-11000,2022-03-06,C00307,P00094,1,4,25712.16,24426.552,16394.24,8032.311999999998,Completed,1285.6080000000002
ORD-11001,2022-03-06,C00493,P00008,2,1,2194.51,2084.7845,1480.18,604.6045000000001,Completed,109.72550000000001
ORD-11002,2022-03-06,C01134,P00004,4,2,10182.54,9164.286000000002,8168.54,995.746000000002,Completed,1018.253999999999
ORD-11003,2022-03-06,C00344,P00033,4,5,21657.1,19491.39,13893.2,5598.1900000000005,Completed,2165.709999999999
ORD-11004,2022-03-06,C00980,P00086,1,2,11382.68,11382.68,9046.16,2336.5200000000004,Completed,0.0
ORD-11005,2022-03-06,C00637,P00080,4,4,38900.4,38900.4,26354.16,12546.240000000003,Completed,0.0
ORD-11006,2022-03-06,C00009,P00097,2,3,3161.04,3161.04,2081.8500000000004,1079.1899999999996,Completed,0.0
ORD-11007,2022-03-06,C01057,P00045,3,2,1377.6,1239.84,956.1,283.7399999999999,Completed,137.76
ORD-11008,2022-03-06,C00689,P00005,4,3,9253.23,8327.907,5906.01,2421.896999999999,Completed,925.3230000000003
ORD-11009,2022-03-06,C00506,P00136,3,3,33660.899999999994,33660.899999999994,22919.85,10741.049999999992,Completed,0.0
ORD-11010,2022-03-06,C00623,P00082,1,2,755.08,755.08,478.66,276.42,Completed,0.0
ORD-11011,2022-03-07,C00747,P00038,1,1,6930.79,6930.79,4466.43,2464.36,Completed,0.0
ORD-11012,2022-03-07,C00541,P00038,2,3,20792.37,20792.37,13399.29,7393.079999999998,Completed,0.0
ORD-11013,2022-03-07,C00696,P00064,1,3,9548.01,9548.01,7165.23,2382.7800000000007,Completed,0.0
ORD-11014,2022-03-07,C00393,P00033,3,1,4331.42,4114.849,2778.64,1336.2090000000003,Completed,216.5709999999999
ORD-11015,2022-03-07,C01041,P00039,2,3,5770.65,5770.65,4516.200000000001,1254.449999999999,Completed,0.0
ORD-11016,2022-03-07,C00237,P00142,3,3,6950.25,6950.25,4446.57,2503.6800000000003,Completed,0.0
ORD-11017,2022-03-07,C00553,P00138,1,1,1080.63,864.5040000000001,692.01,172.49400000000014,Completed,216.12599999999998
ORD-11018,2022-03-07,C00561,P00061,1,1,1006.84,1006.84,747.45,259.39,Completed,0.0
ORD-11019,2022-03-07,C00342,P00120,2,2,30714.44,30714.44,23995.98,6718.459999999999,Completed,0.0
ORD-11020,2022-03-07,C00095,P00012,2,4,17930.6,17930.6,12725.0,5205.599999999999,Completed,0.0
ORD-11021,2022-03-07,C00542,P00007,3,5,9953.3,9953.3,6491.4,3461.900000000001,Completed,0.0
ORD-11022,2022-03-07,C00333,P00066,4,2,7007.92,6307.128000000001,4416.92,1890.2080000000003,Completed,700.7919999999995
ORD-11023,2022-03-07,C00154,P00110,1,3,15665.4,12532.320000000002,12945.420000000002,-413.1000000000004,Completed,3133.079999999998
ORD-11024,2022-03-08,C00163,P00131,1,3,14102.579999999998,14102.579999999998,11641.23,2461.3499999999985,Completed,0.0
ORD-11025,2022-03-08,C00497,P00030,1,2,14915.52,14169.744,9607.68,4562.064,Completed,745.7759999999998
ORD-11026,2022-03-08,C01171,P00074,1,4,24610.36,22149.324,15786.52,6362.804,Completed,2461.036
ORD-11027,2022-03-08,C01188,P00115,4,5,13324.0,12657.8,9730.75,2927.0499999999997,Completed,666.2000000000007
ORD-11028,2022-03-08,C00782,P00005,4,5,15422.05,15422.05,9843.35,5578.699999999999,Completed,0.0
ORD-11029,2022-03-08,C00607,P00083,3,4,25829.2,25829.2,16235.08,9594.12,Completed,0.0
ORD-11030,2022-03-08,C00165,P00060,1,2,1264.78,1264.78,826.42,438.36,Completed,0.0
ORD-11031,2022-03-08,C01148,P00109,4,5,33153.6,26522.88,20854.25,5668.630000000001,Completed,6630.7199999999975
ORD-11032,2022-03-08,C01072,P00040,4,5,10579.85,8463.88,8015.15,448.7299999999996,Cancelled,2115.970000000001
ORD-11033,2022-03-08,C01161,P00107,1,4,2748.72,2748.72,2110.88,637.8399999999997,Completed,0.0
ORD-11034,2022-03-08,C00403,P00070,1,5,101556.8,81245.44,65550.9,15694.540000000008,Completed,20311.36
ORD-11035,2022-03-08,C00986,P00112,3,4,8287.8,8287.8,5474.32,2813.48,Completed,0.0
ORD-11036,2022-03-08,C00810,P00025,3,4,73976.8,70277.96,50843.4,19434.560000000005,Completed,3698.8399999999965
ORD-11037,2022-03-08,C00476,P00137,3,4,18953.72,18953.72,14118.04,4835.68,Completed,0.0
ORD-11038,2022-03-08,C00628,P00089,1,5,32546.5,30919.175,21967.3,8951.875,Completed,1627.3250000000007
ORD-11039,2022-03-08,C00711,P00013,2,3,4305.03,4089.7785,3190.86,898.9184999999998,Completed,215.25149999999985
ORD-11040,2022-03-08,C00303,P00055,3,3,19287.24,19287.24,12720.75,6566.489999999998,Completed,0.0
ORD-11041,2022-03-08,C00762,P00022,4,1,4407.94,4407.94,3479.09,928.8499999999996,Completed,0.0
ORD-11042,2022-03-08,C00138,P00101,1,3,54176.88,54176.88,36374.67,17802.21,Completed,0.0
ORD-11043,2022-03-08,C01064,P00025,4,4,73976.8,73976.8,50843.4,23133.4,Completed,0.0
ORD-11044,2022-03-08,C00769,P00046,2,5,26124.25,26124.25,16866.45,9257.8,Completed,0.0
ORD-11045,2022-03-08,C00739,P00033,2,4,17325.68,16459.396,11114.56,5344.836000000001,Completed,866.2839999999997
ORD-11046,2022-03-09,C00798,P00077,3,4,16221.6,16221.6,11324.44,4897.16,Completed,0.0
ORD-11047,2022-03-09,C00225,P00121,4,1,6418.12,6097.214,4313.85,1783.3639999999996,Completed,320.90599999999995
ORD-11048,2022-03-09,C00935,P00059,1,4,11579.92,11000.924,8083.76,2917.163999999999,Completed,578.9959999999992
ORD-11049,2022-03-09,C00874,P00107,3,2,1374.36,1374.36,1055.44,318.91999999999985,Cancelled,0.0
ORD-11050,2022-03-09,C01145,P00076,4,3,52308.06,52308.06,35715.600000000006,16592.459999999992,Completed,0.0
ORD-11051,2022-03-09,C00502,P00084,3,2,1514.62,1363.158,1148.46,214.6979999999999,Completed,151.462
ORD-11052,2022-03-09,C00320,P00001,3,3,60649.05,57616.5975,42059.16,15557.4375,Completed,3032.4524999999994
ORD-11053,2022-03-09,C00898,P00062,4,3,15371.55,15371.55,12056.34,3315.210000000001,Completed,0.0
ORD-11054,2022-03-09,C01193,P00051,4,2,7847.3,7847.3,5974.58,1872.7200000000005,Completed,0.0
ORD-11055,2022-03-09,C00677,P00015,3,4,46600.72,46600.72,33133.2,13467.520000000004,Completed,0.0
ORD-11056,2022-03-09,C00503,P00077,4,1,4055.4,3649.86,2831.11,818.75,Completed,405.53999999999996
ORD-11057,2022-03-09,C00732,P00125,2,4,19666.4,19666.4,15846.48,3819.920000000002,Completed,0.0
ORD-11058,2022-03-09,C00135,P00114,4,2,7085.88,5668.704000000001,4845.46,823.2440000000006,Returned,1417.1759999999995
ORD-11059,2022-03-09,C00913,P00135,4,1,15738.45,15738.45,11510.1,4228.35,Completed,0.0
ORD-11060,2022-03-09,C00244,P00114,1,4,14171.76,14171.76,9690.92,4480.84,Completed,0.0
ORD-11061,2022-03-09,C00931,P00017,1,4,17432.4,17432.4,14028.52,3403.880000000001,Completed,0.0
ORD-11062,2022-03-09,C00759,P00111,4,5,8104.55,8104.55,5678.150000000001,2426.4,Completed,0.0
ORD-11063,2022-03-10,C01187,P00102,2,1,6648.25,6648.25,4534.45,2113.8,Completed,0.0
ORD-11064,2022-03-10,C00705,P00055,1,5,32145.4,32145.4,21201.25,10944.15,Completed,0.0
ORD-11065,2022-03-10,C00139,P00092,1,3,3536.07,3359.2665,2327.04,1032.2265000000002,Returned,176.80349999999999
ORD-11066,2022-03-10,C00413,P00001,1,1,20216.35,20216.35,14019.72,6196.629999999999,Completed,0.0
ORD-11067,2022-03-10,C00396,P00093,1,4,18421.16,18421.16,12946.0,5475.16,Completed,0.0
ORD-11068,2022-03-10,C01091,P00148,4,3,7874.219999999999,7874.219999999999,5685.66,2188.5599999999995,Returned,0.0
ORD-11069,2022-03-10,C00356,P00111,3,1,1620.91,1620.91,1135.63,485.28,Completed,0.0
ORD-11070,2022-03-10,C00127,P00120,4,1,15357.22,15357.22,11997.99,3359.23,Completed,0.0
ORD-11071,2022-03-11,C00685,P00145,3,1,2680.37,2144.296,2009.67,134.62599999999975,Completed,536.0740000000001
ORD-11072,2022-03-11,C00676,P00055,4,3,19287.24,19287.24,12720.75,6566.489999999998,Completed,0.0
ORD-11073,2022-03-11,C00208,P00111,2,3,4862.7300000000005,4376.457,3406.8900000000003,969.567,Completed,486.27300000000014
ORD-11074,2022-03-11,C00133,P00024,4,4,12590.64,10072.512,8466.4,1606.112000000001,Completed,2518.127999999999
ORD-11075,2022-03-11,C00987,P00029,3,2,3421.38,2737.1040000000003,2393.98,343.12400000000025,Completed,684.2759999999998
ORD-11076,2022-03-11,C00561,P00003,1,3,14922.87,14922.87,11690.64,3232.23,Completed,0.0
ORD-11077,2022-03-11,C00127,P00041,4,2,12157.12,12157.12,10079.1,2078.0200000000023,Cancelled,0.0
ORD-11078,2022-03-11,C00269,P00008,4,4,8778.04,8778.04,5920.72,2857.3200000000006,Completed,0.0
ORD-11079,2022-03-11,C00926,P00008,3,5,10972.55,10972.55,7400.900000000001,3571.6500000000005,Completed,0.0
ORD-11080,2022-03-11,C00482,P00002,1,2,20293.16,20293.16,14749.02,5544.139999999999,Completed,0.0
ORD-11081,2022-03-11,C00665,P00087,1,1,6115.11,5809.3545,4107.42,1701.9344999999994,Completed,305.7554999999993
ORD-11082,2022-03-11,C00279,P00017,3,2,8716.2,8716.2,7014.26,1701.9400000000005,Completed,0.0
ORD-11083,2022-03-11,C00590,P00002,1,3,30439.74,30439.74,22123.53,8316.21,Completed,0.0
ORD-11084,2022-03-11,C00492,P00128,4,2,5210.92,4689.828,4240.38,449.4480000000003,Completed,521.0919999999996
ORD-11085,2022-03-11,C00308,P00131,3,4,18803.44,18803.44,15521.64,3281.7999999999997,Completed,0.0
ORD-11086,2022-03-11,C01095,P00084,1,5,3786.55,3597.2224999999994,2871.15,726.0724999999993,Completed,189.32750000000078
ORD-11087,2022-03-11,C00879,P00021,3,3,38934.18,38934.18,24847.92,14086.260000000002,Completed,0.0
ORD-11088,2022-03-11,C00762,P00007,4,1,1990.66,1990.66,1298.28,692.3800000000001,Completed,0.0
ORD-11089,2022-03-11,C01059,P00033,2,5,21657.1,20574.245,13893.2,6681.045,Completed,1082.8549999999996
ORD-11090,2022-03-11,C01036,P00083,4,1,6457.3,6134.435,4058.77,2075.6649999999995,Completed,322.8649999999998
ORD-11091,2022-03-11,C00086,P00070,2,4,81245.44,77183.168,52440.72,24742.448000000004,Completed,4062.271999999997
ORD-11092,2022-03-12,C00578,P00021,4,5,64890.3,64890.3,41413.2,23477.1,Completed,0.0
ORD-11093,2022-03-12,C01099,P00145,2,4,10721.48,10721.48,8038.68,2682.7999999999997,Completed,0.0
ORD-11094,2022-03-12,C00847,P00125,1,1,4916.6,4916.6,3961.62,954.9800000000004,Completed,0.0
ORD-11095,2022-03-12,C00292,P00017,3,4,17432.4,17432.4,14028.52,3403.880000000001,Completed,0.0
ORD-11096,2022-03-12,C00074,P00051,3,1,3923.65,3923.65,2987.29,936.36,Completed,0.0
ORD-11097,2022-03-12,C00410,P00077,3,4,16221.6,16221.6,11324.44,4897.16,Completed,0.0
ORD-11098,2022-03-12,C00254,P00052,2,2,8913.98,8913.98,6682.1,2231.879999999999,Completed,0.0
ORD-11099,2022-03-12,C00836,P00076,2,1,17436.02,17436.02,11905.2,5530.82,Completed,0.0
ORD-11100,2022-03-12,C00228,P00138,4,3,3241.8900000000003,3241.8900000000003,2076.03,1165.8600000000006,Cancelled,0.0
ORD-11101,2022-03-12,C00427,P00014,2,2,36179.92,36179.92,24303.42,11876.5,Completed,0.0
ORD-11102,2022-03-12,C01020,P00068,4,3,39328.38,37361.961,28426.590000000004,8935.370999999992,Completed,1966.4189999999944
ORD-11103,2022-03-12,C00597,P00112,1,2,4143.9,3315.12,2737.16,577.96,Completed,828.7799999999997
ORD-11104,2022-03-12,C00889,P00025,4,5,92471.0,92471.0,63554.25,28916.75,Completed,0.0
ORD-11105,2022-03-12,C00446,P00137,2,4,18953.72,18006.034,14118.04,3887.993999999999,Completed,947.6860000000015
ORD-11106,2022-03-12,C00265,P00133,1,3,5953.5,5953.5,3746.79,2206.71,Completed,0.0
ORD-11107,2022-03-12,C00266,P00125,3,2,9833.2,9833.2,7923.24,1909.960000000001,Completed,0.0
ORD-11108,2022-03-13,C00691,P00132,4,3,67352.37,53881.896,43724.61,10157.286,Completed,13470.473999999995
ORD-11109,2022-03-13,C01083,P00070,1,3,60934.08,57887.376,39330.54,18556.836,Completed,3046.704000000005
ORD-11110,2022-03-13,C00175,P00095,2,1,5738.66,5738.66,4208.71,1529.9499999999998,Returned,0.0
ORD-11111,2022-03-13,C00349,P00095,3,3,17215.98,17215.98,12626.13,4589.849999999999,Completed,0.0
ORD-11112,2022-03-13,C00823,P00018,1,2,34026.1,34026.1,21804.84,12221.259999999998,Completed,0.0
ORD-11113,2022-03-13,C00341,P00129,2,1,1982.76,1883.622,1425.76,457.8619999999999,Completed,99.13799999999992
ORD-11114,2022-03-13,C00824,P00083,2,5,32286.5,25829.2,20293.85,5535.350000000002,Completed,6457.299999999999
ORD-11115,2022-03-13,C00892,P00017,1,5,21790.5,21790.5,17535.65,4254.849999999999,Returned,0.0
ORD-11116,2022-03-13,C00753,P00017,4,2,8716.2,8716.2,7014.26,1701.9400000000005,Completed,0.0
ORD-11117,2022-03-13,C00891,P00080,2,3,29175.300000000003,27716.535,19765.619999999995,7950.915000000004,Completed,1458.765000000003
ORD-11118,2022-03-13,C00319,P00013,4,2,2870.02,2726.519,2127.24,599.279,Completed,143.5010000000002
ORD-11119,2022-03-13,C01104,P00128,1,4,10421.84,8337.472,8480.76,-143.2880000000005,Completed,2084.3680000000004
ORD-11120,2022-03-13,C00723,P00145,2,4,10721.48,10721.48,8038.68,2682.7999999999997,Completed,0.0
ORD-11121,2022-03-13,C00546,P00042,1,5,28083.85,25275.465000000004,19050.1,6225.365000000005,Completed,2808.3849999999948
ORD-11122,2022-03-13,C00086,P00025,2,2,36988.4,29590.72,25421.7,4169.02,Completed,7397.68
ORD-11123,2022-03-13,C00765,P00088,4,5,21608.35,21608.35,16358.95,5249.399999999998,Completed,0.0
ORD-11124,2022-03-13,C01093,P00032,4,5,65591.04999999999,62311.49749999998,48336.6,13974.897499999985,Completed,3279.5525000000052
ORD-11125,2022-03-13,C00909,P00081,4,2,566.6,538.27,381.56,156.70999999999998,Completed,28.33000000000004
ORD-11126,2022-03-13,C00803,P00131,3,5,23504.3,22329.085,19402.05,2927.035,Completed,1175.2150000000001
ORD-11127,2022-03-13,C00960,P00018,4,2,34026.1,32324.795,21804.84,10519.954999999998,Completed,1701.3050000000003
ORD-11128,2022-03-13,C00568,P00135,3,1,15738.45,15738.45,11510.1,4228.35,Completed,0.0
ORD-11129,2022-03-13,C00586,P00140,1,4,28202.56,28202.56,20026.2,8176.360000000004,Completed,0.0
ORD-11130,2022-03-14,C00714,P00122,2,3,66456.0,66456.0,42873.93,23582.07,Completed,0.0
ORD-11131,2022-03-14,C00785,P00074,2,3,18457.77,18457.77,11839.89,6617.880000000001,Completed,0.0
ORD-11132,2022-03-14,C00626,P00009,2,3,10349.52,10349.52,8220.869999999999,2128.650000000001,Completed,0.0
ORD-11133,2022-03-14,C00255,P00061,1,2,2013.68,1912.996,1494.9,418.0959999999998,Completed,100.68399999999997
ORD-11134,2022-03-14,C00140,P00092,2,5,5893.450000000001,5893.450000000001,3878.4,2015.050000000001,Completed,0.0
ORD-11135,2022-03-14,C00137,P00054,3,2,3411.24,3411.24,2820.42,590.8199999999997,Completed,0.0
ORD-11136,2022-03-14,C00662,P00005,2,4,12337.64,12337.64,7874.68,4462.959999999999,Completed,0.0
ORD-11137,2022-03-14,C00653,P00115,1,3,7994.400000000001,7594.68,5838.450000000001,1756.2299999999996,Completed,399.72000000000025
ORD-11138,2022-03-14,C00475,P00087,4,3,18345.33,16510.797,12322.26,4188.536999999998,Completed,1834.533000000003
ORD-11139,2022-03-14,C00072,P00052,1,1,4456.99,4234.1405,3341.05,893.0904999999993,Completed,222.84949999999935
ORD-11140,2022-03-14,C00664,P00117,3,3,9530.79,9054.250499999998,7434.27,1619.9804999999978,Completed,476.5395000000026
ORD-11141,2022-03-14,C00170,P00100,2,5,41650.65,37485.585,27026.550000000003,10459.034999999996,Cancelled,4165.065000000002
ORD-11142,2022-03-14,C00341,P00072,2,3,44184.18,44184.18,35183.25,9000.93,Completed,0.0
ORD-11143,2022-03-14,C00559,P00117,3,1,3176.93,3018.0835,2478.09,539.9934999999996,Completed,158.84649999999965
ORD-11144,2022-03-14,C00683,P00108,3,5,27767.1,24990.39,20182.6,4807.790000000001,Completed,2776.709999999999
ORD-11145,2022-03-14,C00915,P00081,1,4,1133.2,1019.88,763.12,256.7600000000001,Completed,113.32000000000005
ORD-11146,2022-03-14,C01048,P00059,1,1,2894.98,2315.984,2020.94,295.04399999999987,Completed,578.9960000000001
ORD-11147,2022-03-15,C00398,P00092,4,1,1178.69,1119.7555,775.68,344.07550000000003,Completed,58.93450000000007
ORD-11148,2022-03-15,C00099,P00052,2,1,4456.99,4234.1405,3341.05,893.0904999999993,Completed,222.84949999999935
ORD-11149,2022-03-15,C00423,P00139,1,3,12875.91,12875.91,8365.95,4509.959999999999,Completed,0.0
ORD-11150,2022-03-15,C00689,P00045,4,3,2066.4,2066.4,1434.15,632.2499999999995,Completed,0.0
ORD-11151,2022-03-15,C00179,P00092,4,5,5893.450000000001,5893.450000000001,3878.4,2015.050000000001,Completed,0.0
ORD-11152,2022-03-15,C00371,P00134,4,3,3990.72,3791.184,3070.83,720.3540000000003,Returned,199.5359999999996
ORD-11153,2022-03-15,C00304,P00102,1,3,19944.75,19944.75,13603.35,6341.4000000000015,Completed,0.0
ORD-11154,2022-03-15,C00014,P00119,3,5,89449.79999999999,80504.81999999999,55991.850000000006,24512.969999999987,Returned,8944.979999999996
ORD-11155,2022-03-15,C00492,P00135,4,5,78692.25,78692.25,57550.5,21141.75,Completed,0.0
ORD-11156,2022-03-15,C00828,P00044,4,3,6450.75,6450.75,4583.13,1867.62,Completed,0.0
ORD-11157,2022-03-16,C00635,P00142,3,4,9267.0,9267.0,5928.76,3338.24,Completed,0.0
ORD-11158,2022-03-16,C00208,P00123,2,5,7696.599999999999,7696.599999999999,6152.0,1544.5999999999997,Completed,0.0
ORD-11159,2022-03-16,C00936,P00011,3,5,25066.75,25066.75,17878.15,7188.599999999999,Completed,0.0
ORD-11160,2022-03-16,C00207,P00131,4,4,18803.44,18803.44,15521.64,3281.7999999999997,Completed,0.0
ORD-11161,2022-03-16,C01068,P00105,1,4,3873.48,3873.48,2789.52,1083.96,Completed,0.0
ORD-11162,2022-03-16,C00135,P00136,4,1,11220.3,10659.284999999998,7639.950000000001,3019.3349999999973,Completed,561.0150000000012
ORD-11163,2022-03-16,C01080,P00055,3,5,32145.4,25716.320000000003,21201.25,4515.070000000003,Completed,6429.079999999998
ORD-11164,2022-03-16,C00215,P00088,4,1,4321.67,4321.67,3271.79,1049.88,Completed,0.0
ORD-11165,2022-03-16,C00309,P00014,1,3,54269.88,43415.904,36455.13,6960.774000000005,Completed,10853.975999999995
ORD-11166,2022-03-16,C00993,P00080,1,3,29175.300000000003,29175.300000000003,19765.619999999995,9409.680000000008,Completed,0.0
ORD-11167,2022-03-16,C00955,P00148,2,5,13123.7,10498.96,9476.1,1022.8599999999988,Completed,2624.7400000000016
ORD-11168,2022-03-16,C00303,P00097,3,2,2107.36,2001.992,1387.9,614.0919999999999,Completed,105.36800000000017
ORD-11169,2022-03-16,C00172,P00009,3,4,13799.36,13109.392,10961.16,2148.232,Completed,689.9680000000008
ORD-11170,2022-03-17,C00757,P00116,1,5,17834.4,17834.4,13224.15,4610.250000000002,Completed,0.0
ORD-11171,2022-03-17,C00344,P00001,4,4,80865.4,80865.4,56078.88,24786.52,Cancelled,0.0
ORD-11172,2022-03-17,C01119,P00003,2,4,19897.16,19897.16,15587.52,4309.639999999999,Completed,0.0
ORD-11173,2022-03-17,C00785,P00123,2,3,4617.96,4387.062,3691.2,695.8619999999996,Completed,230.89800000000014
ORD-11174,2022-03-17,C00651,P00125,3,1,4916.6,4916.6,3961.62,954.9800000000004,Completed,0.0
ORD-11175,2022-03-17,C00057,P00069,4,4,17376.32,17376.32,13989.28,3387.039999999999,Completed,0.0
ORD-11176,2022-03-17,C00844,P00015,2,5,58250.9,58250.9,41416.5,16834.4,Completed,0.0
ORD-11177,2022-03-17,C01032,P00134,4,2,2660.48,2660.48,2047.22,613.26,Completed,0.0
ORD-11178,2022-03-17,C00945,P00149,3,1,17515.94,14012.752,12634.920000000002,1377.8319999999983,Completed,3503.1879999999983
ORD-11179,2022-03-17,C00596,P00042,4,4,22467.08,22467.08,15240.08,7227.000000000002,Completed,0.0
ORD-11180,2022-03-18,C00550,P00088,2,3,12965.01,12965.01,9815.37,3149.640000000001,Completed,0.0
ORD-11181,2022-03-18,C01167,P00140,3,5,35253.200000000004,35253.200000000004,25032.75,10220.450000000008,Completed,0.0
ORD-11182,2022-03-18,C01038,P00126,4,1,7969.14,7969.14,5790.03,2179.1100000000006,Returned,0.0
ORD-11183,2022-03-18,C00093,P00063,1,4,28617.2,27186.34,22777.92,4408.419999999998,Returned,1430.8600000000006
ORD-11184,2022-03-18,C00647,P00057,3,4,8249.88,8249.88,5584.6,2665.279999999999,Completed,0.0
ORD-11185,2022-03-18,C00732,P00133,2,3,5953.5,5953.5,3746.79,2206.71,Completed,0.0
ORD-11186,2022-03-18,C00242,P00132,1,2,44901.58,44901.58,29149.74,15751.84,Completed,0.0
ORD-11187,2022-03-18,C00212,P00082,2,4,1510.16,1510.16,957.32,552.84,Completed,0.0
ORD-11188,2022-03-18,C00561,P00131,1,1,4700.86,4700.86,3880.41,820.4499999999998,Completed,0.0
ORD-11189,2022-03-18,C00015,P00034,4,1,7164.98,6806.730999999999,5418.81,1387.9209999999985,Completed,358.2490000000007
ORD-11190,2022-03-18,C01069,P00003,1,4,19897.16,18902.302,15587.52,3314.7819999999992,Completed,994.8580000000002
ORD-11191,2022-03-18,C00387,P00009,4,1,3449.84,3449.84,2740.29,709.5500000000002,Completed,0.0
ORD-11192,2022-03-18,C00320,P00026,3,2,4839.0,4355.1,3650.2,704.9000000000005,Completed,483.89999999999964
