date,kpi_name,kpi_value
2023-01-15,units_sold,45.0
2023-01-15,aov,19905.628125000003
2023-01-16,revenue,208959.936
2023-01-16,gross_margin,47677.465999999986
2023-01-16,orders,11.0
2023-01-16,active_customers,11.0
2023-01-16,units_sold,37.0
2023-01-16,aov,18996.357818181816
2023-01-17,revenue,235786.04950000002
2023-01-17,gross_margin,63382.72950000001
2023-01-17,orders,20.0
2023-01-17,active_customers,20.0
2023-01-17,units_sold,49.0
2023-01-17,aov,11789.302475
2023-01-18,revenue,222810.335
2023-01-18,gross_margin,62890.104999999996
2023-01-18,orders,12.0
2023-01-18,active_customers,12.0
2023-01-18,units_sold,34.0
2023-01-18,aov,18567.527916666666
2023-01-19,revenue,272257.3345
2023-01-19,gross_margin,72971.7445
2023-01-19,orders,16.0
2023-01-19,active_customers,16.0
2023-01-19,units_sold,38.0
2023-01-19,aov,17016.08340625
2023-01-20,revenue,169730.075
2023-01-20,gross_margin,33213.305
2023-01-20,orders,14.0
2023-01-20,active_customers,14.0
2023-01-20,units_sold,46.0
2023-01-20,aov,12123.576785714287
2023-01-21,revenue,401318.7835
2023-01-21,gross_margin,112114.0535
2023-01-21,orders,16.0
2023-01-21,active_customers,16.0
2023-01-21,units_sold,58.0
2023-01-21,aov,25082.42396875
2023-01-22,revenue,354064.528
2023-01-22,gross_margin,98479.408
2023-01-22,orders,17.0
2023-01-22,active_customers,17.0
2023-01-22,units_sold,49.0
2023-01-22,aov,20827.32517647059
2023-01-23,revenue,211719.204
2023-01-23,gross_margin,48710.97399999999
2023-01-23,orders,13.0
2023-01-23,active_customers,13.0
2023-01-23,units_sold,45.0
2023-01-23,aov,16286.092615384616
2023-01-24,revenue,302825.7165
2023-01-24,gross_margin,73618.79649999998
2023-01-24,orders,18.0
2023-01-24,active_customers,18.0
2023-01-24,units_sold,58.0
2023-01-24,aov,16823.650916666666
2023-01-25,revenue,164569.457
2023-01-25,gross_margin,44957.28700000001
2023-01-25,orders,10.0
2023-01-25,active_customers,10.0
2023-01-25,units_sold,31.0
2023-01-25,aov,16456.9457
2023-01-26,revenue,181376.7575
2023-01-26,gross_margin,37126.137500000004
2023-01-26,orders,15.0
2023-01-26,active_customers,15.0
2023-01-26,units_sold,44.0
2023-01-26,aov,12091.783833333333
2023-01-27,revenue,208300.2695
2023-01-27,gross_margin,59664.8795
2023-01-27,orders,14.0
2023-01-27,active_customers,14.0
2023-01-27,units_sold,41.0
2023-01-27,aov,14878.590678571429
2023-01-28,revenue,164522.4355
2023-01-28,gross_margin,46256.945499999994
2023-01-28,orders,11.0
2023-01-28,active_customers,11.0
2023-01-28,units_sold,39.0
2023-01-28,aov,14956.585045454545
2023-01-29,revenue,512876.1715
2023-01-29,gross_margin,130487.49149999999
2023-01-29,orders,16.0
2023-01-29,active_customers,16.0
2023-01-29,units_sold,58.0
2023-01-29,aov,32054.76071875
2023-01-30,revenue,457856.42000000004
2023-01-30,gross_margin,123175.84000000001
2023-01-30,orders,13.0
2023-01-30,active_customers,13.0
2023-01-30,units_sold,41.0
2023-01-30,aov,35219.72461538462
2023-01-31,revenue,206162.005
2023-01-31,gross_margin,51660.595
2023-01-31,orders,15.0
2023-01-31,active_customers,15.0
2023-01-31,units_sold,40.0
2023-01-31,aov,13744.133666666667
2023-02-01,revenue,462963.256
2023-02-01,gross_margin,115758.426
2023-02-01,orders,21.0
2023-02-01,active_customers,21.0
2023-02-01,units_sold,66.0
2023-02-01,aov,22045.869333333332
2023-02-02,revenue,351436.505
2023-02-02,gross_margin,92476.035
2023-02-02,orders,21.0
2023-02-02,active_customers,21.0
2023-02-02,units_sold,58.0
2023-02-02,aov,16735.071666666667
2023-02-03,revenue,313704.695
2023-02-03,gross_margin,84712.10500000001
2023-02-03,orders,17.0
2023-02-03,active_customers,17.0
2023-02-03,units_sold,52.0
2023-02-03,aov,18453.217352941178
2023-02-04,revenue,537357.039
2023-02-04,gross_margin,171072.709
2023-02-04,orders,18.0
2023-02-04,active_customers,18.0
2023-02-04,units_sold,51.0
2023-02-04,aov,29853.168833333333
2023-02-05,revenue,366235.24299999996
2023-02-05,gross_margin,107990.12299999999
2023-02-05,orders,19.0
2023-02-05,active_customers,19.0
2023-02-05,units_sold,57.0
2023-02-05,aov,19275.539105263157
2023-02-06,revenue,250380.03499999997
2023-02-06,gross_margin,63124.64499999998
2023-02-06,orders,16.0
2023-02-06,active_customers,16.0
2023-02-06,units_sold,46.0
2023-02-06,aov,15648.752187499998
2023-02-07,revenue,144191.0695
2023-02-07,gross_margin,34926.499500000005
2023-02-07,orders,14.0
2023-02-07,active_customers,14.0
2023-02-07,units_sold,28.0
2023-02-07,aov,10299.362107142859
2023-02-08,revenue,105668.51599999999
2023-02-08,gross_margin,28284.685999999994
2023-02-08,orders,8.0
2023-02-08,active_customers,8.0
2023-02-08,units_sold,21.0
2023-02-08,aov,13208.564499999999
2023-02-09,revenue,408553.466
2023-02-09,gross_margin,116175.33600000001
2023-02-09,orders,18.0
2023-02-09,active_customers,18.0
2023-02-09,units_sold,56.0
2023-02-09,aov,22697.41477777778
2023-02-10,revenue,366558.853
2023-02-10,gross_margin,93819.39300000001
2023-02-10,orders,12.0
2023-02-10,active_customers,12.0
2023-02-10,units_sold,45.0
2023-02-10,aov,30546.571083333332
2023-02-11,revenue,258359.1175
2023-02-11,gross_margin,57252.61749999999
2023-02-11,orders,22.0
2023-02-11,active_customers,22.0
2023-02-11,units_sold,58.0
2023-02-11,aov,11743.59625
2023-02-12,revenue,390567.416
2023-02-12,gross_margin,106240.69600000001
2023-02-12,orders,23.0
2023-02-12,active_customers,23.0
2023-02-12,units_sold,67.0
2023-02-12,aov,16981.192000000003
2023-02-13,revenue,211649.672
2023-02-13,gross_margin,61275.782
2023-02-13,orders,9.0
2023-02-13,active_customers,9.0
2023-02-13,units_sold,28.0
2023-02-13,aov,23516.630222222222
2023-02-14,revenue,169311.5005
2023-02-14,gross_margin,49596.410500000005
2023-02-14,orders,14.0
2023-02-14,active_customers,14.0
2023-02-14,units_sold,41.0
2023-02-14,aov,12093.678607142856
2023-02-15,revenue,274871.87799999997
2023-02-15,gross_margin,74571.578
2023-02-15,orders,23.0
2023-02-15,active_customers,23.0
2023-02-15,units_sold,59.0
2023-02-15,aov,11950.951217391303
2023-02-16,revenue,241149.0875
2023-02-16,gross_margin,61318.4375
2023-02-16,orders,14.0
2023-02-16,active_customers,14.0
2023-02-16,units_sold,49.0
2023-02-16,aov,17224.93482142857
2023-02-17,revenue,100867.1195
2023-02-17,gross_margin,22666.1695
2023-02-17,orders,12.0
2023-02-17,active_customers,12.0
2023-02-17,units_sold,39.0
2023-02-17,aov,8405.593291666666
2023-02-18,revenue,231598.612
2023-02-18,gross_margin,50016.202000000005
2023-02-18,orders,16.0
2023-02-18,active_customers,16.0
2023-02-18,units_sold,48.0
2023-02-18,aov,14474.91325
2023-02-19,revenue,202711.2265
2023-02-19,gross_margin,64331.1565
2023-02-19,orders,11.0
2023-02-19,active_customers,11.0
2023-02-19,units_sold,29.0
2023-02-19,aov,18428.29331818182
2023-02-20,revenue,230507.40399999998
2023-02-20,gross_margin,64990.944
2023-02-20,orders,14.0
2023-02-20,active_customers,14.0
2023-02-20,units_sold,38.0
2023-02-20,aov,16464.81457142857
2023-02-21,revenue,392845.2555
2023-02-21,gross_margin,96302.51549999998
2023-02-21,orders,20.0
2023-02-21,active_customers,20.0
2023-02-21,units_sold,54.0
2023-02-21,aov,19642.262775000003
2023-02-22,revenue,174613.5275
2023-02-22,gross_margin,40837.33750000001
2023-02-22,orders,13.0
2023-02-22,active_customers,13.0
2023-02-22,units_sold,37.0
2023-02-22,aov,13431.809807692307
2023-02-23,revenue,297601.1695
2023-02-23,gross_margin,78042.1995
2023-02-23,orders,11.0
2023-02-23,active_customers,11.0
2023-02-23,units_sold,36.0
2023-02-23,aov,27054.651772727273
2023-02-24,revenue,248100.792
2023-02-24,gross_margin,82707.39199999999
2023-02-24,orders,9.0
2023-02-24,active_customers,9.0
2023-02-24,units_sold,28.0
2023-02-24,aov,27566.754666666664
2023-02-25,revenue,349048.1485
2023-02-25,gross_margin,69600.2485
2023-02-25,orders,20.0
2023-02-25,active_customers,20.0
2023-02-25,units_sold,68.0
2023-02-25,aov,17452.407425
2023-02-26,revenue,266313.44
2023-02-26,gross_margin,72730.15999999997
2023-02-26,orders,14.0
2023-02-26,active_customers,14.0
2023-02-26,units_sold,45.0
2023-02-26,aov,19022.38857142857
2023-02-27,revenue,264932.877
2023-02-27,gross_margin,62587.037000000004
2023-02-27,orders,16.0
2023-02-27,active_customers,16.0
2023-02-27,units_sold,49.0
2023-02-27,aov,16558.3048125
2023-02-28,revenue,159428.5935
2023-02-28,gross_margin,36263.573499999984
2023-02-28,orders,15.0
2023-02-28,active_customers,15.0
2023-02-28,units_sold,39.0
2023-02-28,aov,10628.5729
2023-03-01,revenue,245767.16950000002
2023-03-01,gross_margin,63209.6395
2023-03-01,orders,13.0
2023-03-01,active_customers,13.0
2023-03-01,units_sold,47.0
2023-03-01,aov,18905.166884615384
2023-03-02,revenue,212058.71
2023-03-02,gross_margin,54972.39999999999
2023-03-02,orders,16.0
2023-03-02,active_customers,16.0
2023-03-02,units_sold,47.0
2023-03-02,aov,13253.669375
2023-03-03,revenue,313575.429
2023-03-03,gross_margin,98539.999
2023-03-03,orders,14.0
2023-03-03,active_customers,14.0
2023-03-03,units_sold,43.0
2023-03-03,aov,22398.24492857143
2023-03-04,revenue,275826.914
2023-03-04,gross_margin,65361.16400000001
2023-03-04,orders,18.0
2023-03-04,active_customers,17.0
2023-03-04,units_sold,55.0
2023-03-04,aov,15323.717444444444
2023-03-05,revenue,288363.1455
2023-03-05,gross_margin,82312.7855
2023-03-05,orders,16.0
2023-03-05,active_customers,16.0
2023-03-05,units_sold,47.0
2023-03-05,aov,18022.69659375
2023-03-06,revenue,232880.522
2023-03-06,gross_margin,58679.17199999999
2023-03-06,orders,15.0
2023-03-06,active_customers,15.0
2023-03-06,units_sold,54.0
2023-03-06,aov,15525.368133333333
2023-03-07,revenue,52405.127
2023-03-07,gross_margin,14747.786999999998
2023-03-07,orders,9.0
2023-03-07,active_customers,9.0
2023-03-07,units_sold,20.0
2023-03-07,aov,5822.791888888889
2023-03-08,revenue,255195.724
2023-03-08,gross_margin,72063.854
2023-03-08,orders,16.0
2023-03-08,active_customers,16.0
2023-03-08,units_sold,43.0
2023-03-08,aov,15949.73275
2023-03-09,revenue,248897.7195
2023-03-09,gross_margin,52074.079500000014
2023-03-09,orders,18.0
2023-03-09,active_customers,18.0
2023-03-09,units_sold,40.0
2023-03-09,aov,13827.651083333334
2023-03-10,revenue,273887.13800000004
2023-03-10,gross_margin,62856.30800000001
2023-03-10,orders,14.0
2023-03-10,active_customers,14.0
2023-03-10,units_sold,49.0
2023-03-10,aov,19563.367000000002
2023-03-11,revenue,258189.393
2023-03-11,gross_margin,64637.98299999999
2023-03-11,orders,17.0
2023-03-11,active_customers,17.0
2023-03-11,units_sold,49.0
2023-03-11,aov,15187.611352941178
2023-03-12,revenue,333934.447
2023-03-12,gross_margin,83471.237
2023-03-12,orders,18.0
2023-03-12,active_customers,18.0
2023-03-12,units_sold,55.0
2023-03-12,aov,18551.91372222222
2023-03-13,revenue,144767.67
2023-03-13,gross_margin,47379.32
2023-03-13,orders,6.0
2023-03-13,active_customers,6.0
2023-03-13,units_sold,19.0
2023-03-13,aov,24127.945000000003
2023-03-14,revenue,262682.272
2023-03-14,gross_margin,74013.39199999999
2023-03-14,orders,11.0
2023-03-14,active_customers,11.0
2023-03-14,units_sold,31.0
2023-03-14,aov,23880.206545454545
2023-03-15,revenue,73639.5895
2023-03-15,gross_margin,15881.559499999998
2023-03-15,orders,8.0
2023-03-15,active_customers,8.0
2023-03-15,units_sold,18.0
2023-03-15,aov,9204.9486875
2023-03-16,revenue,264993.74799999996
2023-03-16,gross_margin,76342.84799999998
2023-03-16,orders,14.0
2023-03-16,active_customers,13.0
2023-03-16,units_sold,41.0
2023-03-16,aov,18928.124857142855
2023-03-17,revenue,398589.0465
2023-03-17,gross_margin,105014.9365
2023-03-17,orders,19.0
2023-03-17,active_customers,19.0
2023-03-17,units_sold,65.0
2023-03-17,aov,20978.370868421054
2023-03-18,revenue,189075.537
2023-03-18,gross_margin,48045.23700000001
2023-03-18,orders,13.0
2023-03-18,active_customers,13.0
2023-03-18,units_sold,41.0
2023-03-18,aov,14544.272076923078
2023-03-19,revenue,321161.8615
2023-03-19,gross_margin,67906.19149999999
2023-03-19,orders,16.0
2023-03-19,active_customers,16.0
2023-03-19,units_sold,43.0
2023-03-19,aov,20072.61634375
2023-03-20,revenue,179463.805
2023-03-20,gross_margin,48646.335
2023-03-20,orders,8.0
2023-03-20,active_customers,8.0
2023-03-20,units_sold,27.0
2023-03-20,aov,22432.975625
2023-03-21,revenue,294120.2
2023-03-21,gross_margin,77241.59000000001
2023-03-21,orders,14.0
2023-03-21,active_customers,14.0
2023-03-21,units_sold,45.0
2023-03-21,aov,21008.585714285717
2023-03-22,revenue,252297.5725
2023-03-22,gross_margin,68695.2425
2023-03-22,orders,14.0
2023-03-22,active_customers,14.0
2023-03-22,units_sold,42.0
2023-03-22,aov,18021.255178571428
2023-03-23,revenue,208171.5295
2023-03-23,gross_margin,57041.5395
2023-03-23,orders,17.0
2023-03-23,active_customers,17.0
2023-03-23,units_sold,50.0
2023-03-23,aov,12245.384088235294
2023-03-24,revenue,189650.3205
2023-03-24,gross_margin,51823.160500000005
2023-03-24,orders,14.0
2023-03-24,active_customers,14.0
2023-03-24,units_sold,40.0
2023-03-24,aov,13546.451464285714
2023-03-25,revenue,145512.255
2023-03-25,gross_margin,35724.084999999985
2023-03-25,orders,8.0
2023-03-25,active_customers,8.0
2023-03-25,units_sold,24.0
2023-03-25,aov,18189.031875
2023-03-26,revenue,185508.67799999999
2023-03-26,gross_margin,47465.10799999998
2023-03-26,orders,15.0
2023-03-26,active_customers,15.0
2023-03-26,units_sold,36.0
2023-03-26,aov,12367.2452
2023-03-27,revenue,299427.8465
2023-03-27,gross_margin,71010.91649999999
2023-03-27,orders,19.0
2023-03-27,active_customers,18.0
2023-03-27,units_sold,65.0
2023-03-27,aov,15759.360342105263
2023-03-28,revenue,340106.845
2023-03-28,gross_margin,78079.065
2023-03-28,orders,17.0
2023-03-28,active_customers,17.0
2023-03-28,units_sold,58.0
2023-03-28,aov,20006.285
2023-03-29,revenue,317980.20650000003
2023-03-29,gross_margin,71747.5465
2023-03-29,orders,16.0
2023-03-29,active_customers,16.0
2023-03-29,units_sold,49.0
2023-03-29,aov,19873.762906250002
2023-03-30,revenue,245978.3685
2023-03-30,gross_margin,67919.6185
2023-03-30,orders,14.0
2023-03-30,active_customers,14.0
2023-03-30,units_sold,40.0
2023-03-30,aov,17569.883464285715
2023-03-31,revenue,289381.5265
2023-03-31,gross_margin,67747.4965
2023-03-31,orders,12.0
2023-03-31,active_customers,12.0
2023-03-31,units_sold,39.0
2023-03-31,aov,24115.12720833333
2023-04-01,revenue,201881.2495
2023-04-01,gross_margin,51077.44950000002
2023-04-01,orders,17.0
2023-04-01,active_customers,17.0
2023-04-01,units_sold,45.0
2023-04-01,aov,11875.36761764706
2023-04-02,revenue,410640.61
2023-04-02,gross_margin,114227.92
2023-04-02,orders,12.0
2023-04-02,active_customers,12.0
2023-04-02,units_sold,42.0
2023-04-02,aov,34220.050833333335
2023-04-03,revenue,307810.075
2023-04-03,gross_margin,88539.90499999997
2023-04-03,orders,17.0
2023-04-03,active_customers,17.0
2023-04-03,units_sold,42.0
2023-04-03,aov,18106.475000000002
2023-04-04,revenue,152735.246
2023-04-04,gross_margin,33311.446
2023-04-04,orders,13.0
2023-04-04,active_customers,13.0
2023-04-04,units_sold,37.0
2023-04-04,aov,11748.865076923077
2023-04-05,revenue,330598.983
2023-04-05,gross_margin,76205.773
2023-04-05,orders,15.0
2023-04-05,active_customers,15.0
2023-04-05,units_sold,52.0
2023-04-05,aov,22039.9322
2023-04-06,revenue,357017.0495
2023-04-06,gross_margin,99376.19949999999
2023-04-06,orders,14.0
2023-04-06,active_customers,14.0
2023-04-06,units_sold,36.0
2023-04-06,aov,25501.217821428574
2023-04-07,revenue,262929.3945
2023-04-07,gross_margin,61981.39449999998
2023-04-07,orders,14.0
2023-04-07,active_customers,13.0
2023-04-07,units_sold,42.0
2023-04-07,aov,18780.671035714284
2023-04-08,revenue,322958.031
2023-04-08,gross_margin,79893.10100000001
2023-04-08,orders,16.0
2023-04-08,active_customers,16.0
2023-04-08,units_sold,51.0
2023-04-08,aov,20184.8769375
2023-04-09,revenue,213745.00400000002
2023-04-09,gross_margin,58849.314
2023-04-09,orders,11.0
2023-04-09,active_customers,11.0
2023-04-09,units_sold,36.0
2023-04-09,aov,19431.364
2023-04-10,revenue,219962.94
2023-04-10,gross_margin,53621.810000000005
2023-04-10,orders,16.0
2023-04-10,active_customers,16.0
2023-04-10,units_sold,47.0
2023-04-10,aov,13747.68375
2023-04-11,revenue,115740.805
2023-04-11,gross_margin,32033.714999999997
2023-04-11,orders,10.0
2023-04-11,active_customers,10.0
2023-04-11,units_sold,32.0
2023-04-11,aov,11574.0805
2023-04-12,revenue,219100.1625
2023-04-12,gross_margin,48994.17250000001
2023-04-12,orders,15.0
2023-04-12,active_customers,15.0
2023-04-12,units_sold,48.0
2023-04-12,aov,14606.6775
2023-04-13,revenue,343688.613
2023-04-13,gross_margin,103078.87299999999
2023-04-13,orders,17.0
2023-04-13,active_customers,17.0
2023-04-13,units_sold,50.0
2023-04-13,aov,20216.977235294118
2023-04-14,revenue,274529.9855
2023-04-14,gross_margin,62259.6155
2023-04-14,orders,20.0
2023-04-14,active_customers,20.0
2023-04-14,units_sold,54.0
2023-04-14,aov,13726.499275
2023-04-15,revenue,540498.326
2023-04-15,gross_margin,143855.546
2023-04-15,orders,22.0
2023-04-15,active_customers,22.0
2023-04-15,units_sold,76.0
2023-04-15,aov,24568.105727272727
2023-04-16,revenue,106084.495
2023-04-16,gross_margin,23434.885000000002
2023-04-16,orders,12.0
2023-04-16,active_customers,12.0
2023-04-16,units_sold,37.0
2023-04-16,aov,8840.374583333332
2023-04-17,revenue,341581.344
2023-04-17,gross_margin,92814.544
2023-04-17,orders,21.0
2023-04-17,active_customers,21.0
2023-04-17,units_sold,52.0
2023-04-17,aov,16265.778285714285
2023-04-18,revenue,264477.109
2023-04-18,gross_margin,72863.469
2023-04-18,orders,16.0
2023-04-18,active_customers,16.0
2023-04-18,units_sold,42.0
2023-04-18,aov,16529.8193125
2023-04-19,revenue,382718.63800000004
2023-04-19,gross_margin,103540.438
2023-04-19,orders,21.0
2023-04-19,active_customers,21.0
2023-04-19,units_sold,67.0
2023-04-19,aov,18224.69704761905
2023-04-20,revenue,298588.75299999997
2023-04-20,gross_margin,90879.313
2023-04-20,orders,14.0
2023-04-20,active_customers,14.0
2023-04-20,units_sold,41.0
2023-04-20,aov,21327.76807142857
2023-04-21,revenue,355863.863
2023-04-21,gross_margin,97972.79299999998
2023-04-21,orders,21.0
2023-04-21,active_customers,21.0
2023-04-21,units_sold,62.0
2023-04-21,aov,16945.89823809524
2023-04-22,revenue,349215.348
2023-04-22,gross_margin,94660.878
2023-04-22,orders,19.0
2023-04-22,active_customers,19.0
2023-04-22,units_sold,55.0
2023-04-22,aov,18379.755157894735
2023-04-23,revenue,325616.2715
2023-04-23,gross_margin,86106.4715
2023-04-23,orders,18.0
2023-04-23,active_customers,18.0
2023-04-23,units_sold,54.0
2023-04-23,aov,18089.79286111111
2023-04-24,revenue,468584.181
2023-04-24,gross_margin,129715.421
2023-04-24,orders,23.0
2023-04-24,active_customers,23.0
2023-04-24,units_sold,69.0
2023-04-24,aov,20373.225260869563
2023-04-25,revenue,311779.186
2023-04-25,gross_margin,81617.526
2023-04-25,orders,15.0
2023-04-25,active_customers,15.0
2023-04-25,units_sold,44.0
2023-04-25,aov,20785.279066666666
2023-04-26,revenue,215214.0975
2023-04-26,gross_margin,56986.5975
2023-04-26,orders,20.0
2023-04-26,active_customers,20.0
2023-04-26,units_sold,59.0
2023-04-26,aov,10760.704875
2023-04-27,revenue,239559.606
2023-04-27,gross_margin,67351.406
2023-04-27,orders,13.0
2023-04-27,active_customers,13.0
2023-04-27,units_sold,49.0
2023-04-27,aov,18427.662
2023-04-28,revenue,229120.548
2023-04-28,gross_margin,63392.23799999999
2023-04-28,orders,17.0
2023-04-28,active_customers,17.0
2023-04-28,units_sold,55.0
2023-04-28,aov,13477.679294117648
2023-04-29,revenue,454292.8615
2023-04-29,gross_margin,101677.57150000003
2023-04-29,orders,20.0
2023-04-29,active_customers,20.0
2023-04-29,units_sold,70.0
2023-04-29,aov,22714.643075
2023-04-30,revenue,211566.61000000002
2023-04-30,gross_margin,52813.29000000001
2023-04-30,orders,11.0
2023-04-30,active_customers,11.0
2023-04-30,units_sold,37.0
2023-04-30,aov,19233.328181818182
2023-05-01,revenue,175071.9095
2023-05-01,gross_margin,50989.3795
2023-05-01,orders,9.0
2023-05-01,active_customers,9.0
2023-05-01,units_sold,23.0
2023-05-01,aov,19452.43438888889
2023-05-02,revenue,296240.9785
2023-05-02,gross_margin,76128.3285
2023-05-02,orders,13.0
2023-05-02,active_customers,13.0
2023-05-02,units_sold,41.0
2023-05-02,aov,22787.767576923077
2023-05-03,revenue,342120.7875
2023-05-03,gross_margin,93190.6075
2023-05-03,orders,22.0
2023-05-03,active_customers,22.0
2023-05-03,units_sold,62.0
2023-05-03,aov,15550.944886363635
2023-05-04,revenue,170292.8725
2023-05-04,gross_margin,48250.67249999999
2023-05-04,orders,11.0
2023-05-04,active_customers,11.0
2023-05-04,units_sold,32.0
2023-05-04,aov,15481.170227272727
2023-05-05,revenue,228400.6645
2023-05-05,gross_margin,45944.28450000001
2023-05-05,orders,20.0
2023-05-05,active_customers,20.0
2023-05-05,units_sold,62.0
2023-05-05,aov,11420.033225000001
2023-05-06,revenue,177925.53100000002
2023-05-06,gross_margin,45641.12099999999
2023-05-06,orders,11.0
2023-05-06,active_customers,11.0
2023-05-06,units_sold,35.0
2023-05-06,aov,16175.048272727274
2023-05-07,revenue,381103.3365
2023-05-07,gross_margin,99720.2065
2023-05-07,orders,21.0
2023-05-07,active_customers,21.0
2023-05-07,units_sold,64.0
2023-05-07,aov,18147.777928571428
2023-05-08,revenue,444569.306
2023-05-08,gross_margin,118136.796
2023-05-08,orders,20.0
2023-05-08,active_customers,20.0
2023-05-08,units_sold,59.0
2023-05-08,aov,22228.4653
2023-05-09,revenue,218020.539
2023-05-09,gross_margin,56646.61899999999
2023-05-09,orders,12.0
2023-05-09,active_customers,12.0
2023-05-09,units_sold,39.0
2023-05-09,aov,18168.378249999998
2023-05-10,revenue,325032.172
2023-05-10,gross_margin,86519.982
2023-05-10,orders,16.0
2023-05-10,active_customers,15.0
2023-05-10,units_sold,58.0
2023-05-10,aov,20314.51075
2023-05-11,revenue,240705.899
2023-05-11,gross_margin,55626.33899999999
2023-05-11,orders,18.0
2023-05-11,active_customers,18.0
2023-05-11,units_sold,52.0
2023-05-11,aov,13372.549944444445
2023-05-12,revenue,326255.397
2023-05-12,gross_margin,93943.47699999998
2023-05-12,orders,18.0
2023-05-12,active_customers,18.0
2023-05-12,units_sold,56.0
2023-05-12,aov,18125.299833333334
2023-05-13,revenue,316571.3945
2023-05-13,gross_margin,77655.2745
2023-05-13,orders,17.0
2023-05-13,active_customers,17.0
2023-05-13,units_sold,36.0
2023-05-13,aov,18621.84673529412
2023-05-14,revenue,270750.982
2023-05-14,gross_margin,38312.792
2023-05-14,orders,17.0
2023-05-14,active_customers,17.0
2023-05-14,units_sold,55.0
2023-05-14,aov,15926.528352941177
2023-05-15,revenue,290652.929
2023-05-15,gross_margin,83763.999
2023-05-15,orders,17.0
2023-05-15,active_customers,17.0
2023-05-15,units_sold,57.0
2023-05-15,aov,17097.231117647058
2023-05-16,revenue,168415.8905
2023-05-16,gross_margin,42121.03050000001
2023-05-16,orders,13.0
2023-05-16,active_customers,13.0
2023-05-16,units_sold,37.0
2023-05-16,aov,12955.068500000001
2023-05-17,revenue,429470.43950000004
2023-05-17,gross_margin,91314.73950000003
2023-05-17,orders,17.0
2023-05-17,active_customers,17.0
2023-05-17,units_sold,53.0
2023-05-17,aov,25262.967029411768
2023-05-18,revenue,122126.48
2023-05-18,gross_margin,23915.609999999997
2023-05-18,orders,15.0
2023-05-18,active_customers,15.0
2023-05-18,units_sold,46.0
2023-05-18,aov,8141.765333333333
2023-05-19,revenue,247169.794
2023-05-19,gross_margin,64510.64399999999
2023-05-19,orders,18.0
2023-05-19,active_customers,18.0
2023-05-19,units_sold,51.0
2023-05-19,aov,13731.655222222222
2023-05-20,revenue,524733.152
2023-05-20,gross_margin,142290.412
2023-05-20,orders,26.0
2023-05-20,active_customers,26.0
2023-05-20,units_sold,76.0
2023-05-20,aov,20182.044307692307
2023-05-21,revenue,185271.843
2023-05-21,gross_margin,54868.293000000005
2023-05-21,orders,17.0
2023-05-21,active_customers,17.0
2023-05-21,units_sold,46.0
2023-05-21,aov,10898.343705882353
2023-05-22,revenue,120159.281
2023-05-22,gross_margin,27397.921
2023-05-22,orders,12.0
2023-05-22,active_customers,12.0
2023-05-22,units_sold,32.0
2023-05-22,aov,10013.273416666667
2023-05-23,revenue,302104.39149999997
2023-05-23,gross_margin,81288.4815
2023-05-23,orders,22.0
2023-05-23,active_customers,22.0
2023-05-23,units_sold,71.0
2023-05-23,aov,13732.017795454543
2023-05-24,revenue,453979.578
2023-05-24,gross_margin,110185.198
2023-05-24,orders,22.0
2023-05-24,active_customers,22.0
2023-05-24,units_sold,63.0
2023-05-24,aov,20635.435363636363
2023-05-25,revenue,223190.4355
2023-05-25,gross_margin,60861.7355
2023-05-25,orders,14.0
2023-05-25,active_customers,14.0
2023-05-25,units_sold,41.0
2023-05-25,aov,15942.173964285714
2023-05-26,revenue,259329.0295
2023-05-26,gross_margin,63563.9295
2023-05-26,orders,15.0
2023-05-26,active_customers,15.0
2023-05-26,units_sold,47.0
2023-05-26,aov,17288.601966666665
2023-05-27,revenue,183652.5375
2023-05-27,gross_margin,41310.20749999999
2023-05-27,orders,14.0
2023-05-27,active_customers,14.0
2023-05-27,units_sold,34.0
2023-05-27,aov,13118.038392857143
2023-05-28,revenue,63511.028
2023-05-28,gross_margin,16903.208
2023-05-28,orders,8.0
2023-05-28,active_customers,8.0
2023-05-28,units_sold,20.0
2023-05-28,aov,7938.8785
2023-05-29,revenue,266734.578
2023-05-29,gross_margin,64339.117999999995
2023-05-29,orders,17.0
2023-05-29,active_customers,17.0
2023-05-29,units_sold,51.0
2023-05-29,aov,15690.269294117646
2023-05-30,revenue,196821.23750000002
2023-05-30,gross_margin,48966.44750000001
2023-05-30,orders,13.0
2023-05-30,active_customers,13.0
2023-05-30,units_sold,41.0
2023-05-30,aov,15140.095192307694
2023-05-31,revenue,498817.4685
2023-05-31,gross_margin,151807.0885
2023-05-31,orders,21.0
2023-05-31,active_customers,20.0
2023-05-31,units_sold,67.0
2023-05-31,aov,23753.212785714288
2023-06-01,revenue,245844.7785
2023-06-01,gross_margin,70693.14850000001
2023-06-01,orders,18.0
2023-06-01,active_customers,18.0
2023-06-01,units_sold,52.0
2023-06-01,aov,13658.043249999999
2023-06-02,revenue,296929.9145
2023-06-02,gross_margin,82993.7445
2023-06-02,orders,16.0
2023-06-02,active_customers,16.0
2023-06-02,units_sold,49.0
2023-06-02,aov,18558.11965625
2023-06-03,revenue,239859.389
2023-06-03,gross_margin,72544.219
2023-06-03,orders,16.0
2023-06-03,active_customers,15.0
2023-06-03,units_sold,44.0
2023-06-03,aov,14991.2118125
2023-06-04,revenue,299026.2545
