date,channel,spend,clicks,conversions,cac,new_customers_acquired
2023-05-13,Google,2882.45,35,1,2882.45,1
2023-05-13,Email,4882.91,174,6,813.8183333333333,6
2023-05-13,Instagram,1699.37,19,0,inf,0
2023-05-14,Facebook,751.59,7,0,inf,0
2023-05-14,Google,4309.27,51,1,4309.27,1
2023-05-14,Email,4276.5,48,0,inf,0
2023-05-14,Instagram,3166.34,37,1,3166.34,1
2023-05-15,Facebook,4612.91,207,7,658.9871428571429,7
2023-05-15,Google,4764.01,73,2,2382.005,2
2023-05-15,Email,1347.05,13,0,inf,0
2023-05-15,Instagram,2715.02,60,1,2715.02,1
2023-05-16,Facebook,906.16,23,0,inf,0
2023-05-16,Google,2869.02,143,6,478.17,6
2023-05-16,Email,1406.59,46,1,1406.59,1
2023-05-16,Instagram,4634.51,52,1,4634.51,1
2023-05-17,Facebook,598.61,8,0,inf,0
2023-05-17,Google,3984.65,45,1,3984.65,1
2023-05-17,Email,4822.51,96,4,1205.6275,4
2023-05-17,Instagram,2280.18,81,1,2280.18,1
2023-05-18,Facebook,1114.03,34,1,1114.03,1
2023-05-18,Google,4063.29,41,1,4063.29,1
2023-05-18,Email,1283.91,13,0,inf,0
2023-05-18,Instagram,4679.8,56,1,4679.8,1
2023-05-19,Facebook,3150.28,92,2,1575.14,2
2023-05-19,Google,3598.24,119,4,899.56,4
2023-05-19,Email,4769.55,49,1,4769.55,1
2023-05-19,Instagram,4974.27,51,0,inf,0
2023-05-20,Facebook,3210.75,34,1,3210.75,1
2023-05-20,Google,1494.03,22,1,1494.03,1
2023-05-20,Email,1132.9,14,0,inf,0
2023-05-20,Instagram,4920.71,147,6,820.1183333333333,6
2023-05-21,Facebook,899.27,11,0,inf,0
2023-05-21,Google,4489.94,80,1,4489.94,1
2023-05-21,Email,1622.93,63,1,1622.93,1
2023-05-21,Instagram,986.16,49,1,986.16,1
2023-05-22,Facebook,3796.63,38,1,3796.63,1
2023-05-22,Google,2718.87,54,1,2718.87,1
2023-05-22,Email,956.43,16,0,inf,0
2023-05-22,Instagram,3429.36,45,0,inf,0
2023-05-23,Facebook,831.69,9,0,inf,0
2023-05-23,Google,1934.23,20,0,inf,0
2023-05-23,Email,1265.47,25,0,inf,0
2023-05-23,Instagram,2961.71,32,0,inf,0
2023-05-24,Facebook,3173.14,45,1,3173.14,1
2023-05-24,Google,639.47,6,0,inf,0
2023-05-24,Email,4503.89,138,1,4503.89,1
2023-05-24,Instagram,1424.98,40,1,1424.98,1
2023-05-25,Facebook,3749.17,47,0,inf,0
2023-05-25,Google,1766.85,45,0,inf,0
2023-05-25,Email,3072.96,35,0,inf,0
2023-05-25,Instagram,2123.73,39,0,inf,0
2023-05-26,Facebook,3479.09,51,0,inf,0
2023-05-26,Google,615.81,18,0,inf,0
2023-05-26,Email,868.71,9,0,inf,0
2023-05-26,Instagram,2288.6,38,1,2288.6,1
2023-05-27,Facebook,910.12,14,0,inf,0
2023-05-27,Google,4484.72,90,2,2242.36,2
2023-05-27,Email,1684.83,29,0,inf,0
2023-05-27,Instagram,1708.53,68,2,854.265,2
2023-05-28,Facebook,3503.61,130,3,1167.87,3
2023-05-28,Google,2936.52,30,1,2936.52,1
2023-05-28,Email,2991.21,34,1,2991.21,1
2023-05-28,Instagram,2383.84,37,1,2383.84,1
2023-05-29,Facebook,2636.71,29,0,inf,0
2023-05-29,Google,855.3,9,0,inf,0
2023-05-29,Email,2759.46,29,1,2759.46,1
2023-05-29,Instagram,3548.91,50,0,inf,0
2023-05-30,Facebook,3907.35,115,5,781.47,5
2023-05-30,Google,4874.74,57,0,inf,0
2023-05-30,Email,2405.19,24,0,inf,0
2023-05-30,Instagram,4987.71,71,3,1662.57,3
2023-05-31,Facebook,1660.49,17,0,inf,0
2023-05-31,Google,801.55,15,0,inf,0
2023-05-31,Email,1967.57,46,1,1967.57,1
2023-05-31,Instagram,4430.6,53,1,4430.6,1
2023-06-01,Facebook,2851.53,53,1,2851.53,1
2023-06-01,Google,1166.9,17,0,inf,0
2023-06-01,Email,4728.42,50,1,4728.42,1
2023-06-01,Instagram,954.46,22,0,inf,0
2023-06-02,Facebook,2047.41,38,0,inf,0
2023-06-02,Google,2685.13,39,0,inf,0
2023-06-02,Email,1739.36,55,1,1739.36,1
2023-06-02,Instagram,3621.48,156,7,517.3542857142858,7
2023-06-03,Facebook,1991.72,51,2,995.86,2
2023-06-03,Google,4643.76,50,0,inf,0
2023-06-03,Email,4178.24,94,1,4178.24,1
2023-06-03,Instagram,2712.29,35,0,inf,0
2023-06-04,Facebook,4410.05,143,7,630.0071428571429,7
2023-06-04,Google,2494.0,28,0,inf,0
2023-06-04,Email,2375.48,33,0,inf,0
2023-06-04,Instagram,1451.26,16,0,inf,0
2023-06-05,Facebook,3917.72,43,1,3917.72,1
2023-06-05,Google,2818.71,86,1,2818.71,1
2023-06-05,Email,2780.58,90,3,926.86,3
2023-06-05,Instagram,4457.0,199,3,1485.6666666666667,3
2023-06-06,Facebook,4248.18,48,0,inf,0
2023-06-06,Google,2554.02,27,1,2554.02,1
2023-06-06,Email,1732.9,20,0,inf,0
2023-06-06,Instagram,3359.34,112,1,3359.34,1
2023-06-07,Facebook,2176.1,32,0,inf,0
2023-06-07,Google,4417.16,65,1,4417.16,1
2023-06-07,Email,1235.81,13,0,inf,0
2023-06-07,Instagram,3599.83,84,2,1799.915,2
2023-06-08,Facebook,1233.08,18,0,inf,0
2023-06-08,Google,4357.0,60,2,2178.5,2
2023-06-08,Email,1710.88,32,0,inf,0
2023-06-08,Instagram,4011.37,49,0,inf,0
2023-06-09,Facebook,4601.82,64,2,2300.91,2
2023-06-09,Google,538.09,13,0,inf,0
2023-06-09,Email,1874.57,19,0,inf,0
2023-06-09,Instagram,2407.13,48,1,2407.13,1
2023-06-10,Facebook,1633.99,28,1,1633.99,1
2023-06-10,Google,4209.4,81,1,4209.4,1
2023-06-10,Email,2801.81,38,1,2801.81,1
2023-06-10,Instagram,2184.03,30,1,2184.03,1
2023-06-11,Facebook,1843.14,64,0,inf,0
2023-06-11,Google,4947.62,69,3,1649.2066666666667,3
2023-06-11,Email,1675.16,21,0,inf,0
2023-06-11,Instagram,1844.56,57,2,922.28,2
2023-06-12,Facebook,4548.59,53,2,2274.295,2
2023-06-12,Google,3200.15,43,1,3200.15,1
2023-06-12,Email,3745.77,51,2,1872.885,2
2023-06-12,Instagram,1667.42,31,0,inf,0
2023-06-13,Facebook,658.94,8,0,inf,0
2023-06-13,Google,1354.62,17,0,inf,0
2023-06-13,Email,2905.86,35,1,2905.86,1
2023-06-13,Instagram,3523.41,58,2,1761.705,2
2023-06-14,Facebook,4282.87,47,0,inf,0
2023-06-14,Google,939.21,31,0,inf,0
2023-06-14,Email,4137.55,51,0,inf,0
2023-06-14,Instagram,3558.71,75,1,3558.71,1
2023-06-15,Facebook,2098.78,26,0,inf,0
2023-06-15,Google,4046.41,87,1,4046.41,1
2023-06-15,Email,1823.23,20,0,inf,0
2023-06-15,Instagram,4398.77,65,3,1466.256666666667,3
2023-06-16,Facebook,820.47,9,0,inf,0
2023-06-16,Google,4403.74,87,1,4403.74,1
2023-06-16,Email,743.28,8,0,inf,0
2023-06-16,Instagram,1401.33,26,0,inf,0
2023-06-17,Facebook,4579.79,80,1,4579.79,1
2023-06-17,Google,3720.51,45,1,3720.51,1
2023-06-17,Email,3339.65,97,3,1113.2166666666667,3
2023-06-17,Instagram,521.21,12,0,inf,0
2023-06-18,Facebook,1258.73,15,0,inf,0
2023-06-18,Google,3936.06,145,5,787.212,5
2023-06-18,Email,3350.69,64,3,1116.8966666666668,3
2023-06-18,Instagram,2224.92,96,1,2224.92,1
2023-06-19,Facebook,2178.96,103,2,1089.48,2
2023-06-19,Google,4249.53,120,4,1062.3825,4
2023-06-19,Email,3320.09,83,3,1106.6966666666667,3
2023-06-19,Instagram,2049.57,67,1,2049.57,1
2023-06-20,Facebook,3149.02,94,4,787.255,4
2023-06-20,Google,1841.91,42,1,1841.91,1
2023-06-20,Email,3183.66,67,3,1061.22,3
2023-06-20,Instagram,4979.63,105,4,1244.9075,4
2023-06-21,Facebook,2116.63,60,2,1058.315,2
2023-06-21,Google,4631.92,88,1,4631.92,1
2023-06-21,Email,3772.26,123,4,943.065,4
2023-06-21,Instagram,3153.62,94,2,1576.81,2
2023-06-22,Facebook,3427.43,149,6,571.2383333333333,6
2023-06-22,Google,1651.05,26,0,inf,0
2023-06-22,Email,4976.06,68,2,2488.03,2
2023-06-22,Instagram,588.84,7,0,inf,0
2023-06-23,Facebook,2211.14,34,0,inf,0
2023-06-23,Google,1189.07,15,0,inf,0
2023-06-23,Email,1855.02,25,0,inf,0
2023-06-23,Instagram,1714.9,25,0,inf,0
2023-06-24,Facebook,4237.94,149,5,847.588,5
2023-06-24,Google,1029.81,35,0,inf,0
2023-06-24,Email,1393.91,38,0,inf,0
2023-06-24,Instagram,2854.16,78,2,1427.08,2
2023-06-25,Facebook,1829.08,79,2,914.54,2
2023-06-25,Google,1434.62,15,0,inf,0
2023-06-25,Email,512.32,6,0,inf,0
2023-06-25,Instagram,4258.54,57,0,inf,0
2023-06-26,Facebook,905.37,14,0,inf,0
2023-06-26,Google,955.81,23,0,inf,0
2023-06-26,Email,4949.0,113,3,1649.6666666666667,3
2023-06-26,Instagram,949.14,27,0,inf,0
2023-06-27,Facebook,1807.55,21,0,inf,0
2023-06-27,Google,3823.43,138,5,764.6859999999999,5
2023-06-27,Email,706.5,8,0,inf,0
2023-06-27,Instagram,1267.31,26,0,inf,0
2023-06-28,Facebook,3298.13,36,0,inf,0
2023-06-28,Google,4167.34,120,3,1389.1133333333337,3
2023-06-28,Email,4830.39,115,2,2415.195,2
2023-06-28,Instagram,4328.02,51,1,4328.02,1
2023-06-29,Facebook,4086.09,140,5,817.2180000000001,5
2023-06-29,Google,763.91,8,0,inf,0
2023-06-29,Email,2372.12,35,1,2372.12,1
2023-06-29,Instagram,3552.77,102,2,1776.385,2
2023-06-30,Facebook,2113.7,94,3,704.5666666666666,3
2023-06-30,Google,4273.41,43,0,inf,0
2023-06-30,Email,4641.79,159,4,1160.4475,4
2023-06-30,Instagram,706.88,17,0,inf,0
2023-07-01,Facebook,3670.56,49,1,3670.56,1
2023-07-01,Google,3094.92,47,2,1547.46,2
2023-07-01,Email,3514.3,74,2,1757.15,2
2023-07-01,Instagram,3652.61,132,4,913.1525,4
2023-07-02,Facebook,1618.6,33,1,1618.6,1
2023-07-02,Google,2231.94,25,0,inf,0
2023-07-02,Email,4945.06,202,7,706.4371428571429,7
2023-07-02,Instagram,1206.17,13,0,inf,0
2023-07-03,Facebook,4412.37,169,5,882.4739999999999,5
2023-07-03,Google,1584.01,16,0,inf,0
2023-07-03,Email,1502.18,21,0,inf,0
2023-07-03,Instagram,1557.5,27,1,1557.5,1
2023-07-04,Facebook,2516.44,28,0,inf,0
2023-07-04,Google,1034.18,17,0,inf,0
2023-07-04,Email,961.89,18,0,inf,0
2023-07-04,Instagram,500.76,18,0,inf,0
2023-07-05,Facebook,3285.8,74,2,1642.9,2
2023-07-05,Google,1430.83,19,0,inf,0
2023-07-05,Email,2135.04,87,1,2135.04,1
2023-07-05,Instagram,2545.07,39,1,2545.07,1
2023-07-06,Facebook,2629.1,36,1,2629.1,1
2023-07-06,Google,1013.11,12,0,inf,0
2023-07-06,Email,2036.11,23,1,2036.11,1
2023-07-06,Instagram,1813.93,29,1,1813.93,1
2023-07-07,Facebook,706.0,21,0,inf,0
2023-07-07,Google,3725.85,47,0,inf,0
2023-07-07,Email,3248.83,92,4,812.2075,4
2023-07-07,Instagram,2268.03,40,1,2268.03,1
2023-07-08,Facebook,3725.55,130,3,1241.85,3
2023-07-08,Google,4669.82,53,1,4669.82,1
2023-07-08,Email,3974.65,70,2,1987.325,2
2023-07-08,Instagram,4802.86,156,4,1200.715,4
2023-07-09,Facebook,2886.64,120,5,577.328,5
2023-07-09,Google,4274.67,72,2,2137.335,2
2023-07-09,Email,4645.23,135,4,1161.3075,4
2023-07-09,Instagram,3787.23,125,3,1262.41,3
2023-07-10,Facebook,3202.46,35,1,3202.46,1
2023-07-10,Google,2230.98,22,1,2230.98,1
2023-07-10,Email,3930.69,93,4,982.6725,4
2023-07-10,Instagram,4867.21,86,1,4867.21,1
2023-07-11,Facebook,2357.35,31,1,2357.35,1
2023-07-11,Google,1845.11,24,1,1845.11,1
2023-07-11,Email,3703.43,39,1,3703.43,1
2023-07-11,Instagram,1404.0,20,0,inf,0
2023-07-12,Facebook,2053.82,27,1,2053.82,1
2023-07-12,Google,3425.39,35,1,3425.39,1
2023-07-12,Email,3624.4,79,1,3624.4,1
2023-07-12,Instagram,2085.07,35,1,2085.07,1
2023-07-13,Facebook,3502.21,65,2,1751.105,2
2023-07-13,Google,4286.25,99,4,1071.5625,4
2023-07-13,Email,4137.37,66,0,inf,0
2023-07-13,Instagram,1153.97,15,0,inf,0
2023-07-14,Facebook,3875.83,117,2,1937.915,2
2023-07-14,Google,1627.52,18,0,inf,0
2023-07-14,Email,1828.13,22,0,inf,0
2023-07-14,Instagram,4163.12,147,6,693.8533333333334,6
2023-07-15,Facebook,3827.72,42,1,3827.72,1
2023-07-15,Google,3025.72,77,3,1008.5733333333332,3
2023-07-15,Email,4094.7,95,3,1364.9,3
2023-07-15,Instagram,4669.18,91,4,1167.295,4
2023-07-16,Facebook,4891.2,108,3,1630.4,3
2023-07-16,Google,558.34,13,0,inf,0
2023-07-16,Email,4014.16,44,1,4014.16,1
2023-07-16,Instagram,4601.69,60,2,2300.845,2
2023-07-17,Facebook,3897.98,61,2,1948.99,2
2023-07-17,Google,3992.66,41,0,inf,0
2023-07-17,Email,1298.42,17,0,inf,0
2023-07-17,Instagram,1282.08,20,0,inf,0
2023-07-18,Facebook,2428.29,37,0,inf,0
2023-07-18,Google,3127.94,77,1,3127.94,1
2023-07-18,Email,3693.6,114,1,3693.6,1
2023-07-18,Instagram,1951.84,81,3,650.6133333333333,3
2023-07-19,Facebook,3270.24,44,1,3270.24,1
2023-07-19,Google,3077.05,63,2,1538.525,2
2023-07-19,Email,1930.37,51,0,inf,0
2023-07-19,Instagram,806.79,13,0,inf,0
2023-07-20,Facebook,2916.66,106,1,2916.66,1
2023-07-20,Google,1460.09,31,0,inf,0
2023-07-20,Email,1483.0,18,0,inf,0
2023-07-20,Instagram,4984.84,58,2,2492.42,2
2023-07-21,Facebook,539.62,7,0,inf,0
2023-07-21,Google,4570.23,66,2,2285.115,2
2023-07-21,Email,4815.04,64,1,4815.04,1
2023-07-21,Instagram,4621.7,48,1,4621.7,1
2023-07-22,Facebook,2931.07,68,3,977.0233333333334,3
2023-07-22,Google,4199.49,83,3,1399.83,3
2023-07-22,Email,2505.01,106,4,626.2525,4
2023-07-22,Instagram,1366.31,22,1,1366.31,1
2023-07-23,Facebook,1253.28,12,0,inf,0
2023-07-23,Google,532.99,21,0,inf,0
2023-07-23,Email,3981.12,44,1,3981.12,1
2023-07-23,Instagram,967.67,15,0,inf,0
2023-07-24,Facebook,4893.01,59,2,2446.505,2
2023-07-24,Google,4728.88,59,0,inf,0
2023-07-24,Email,2566.51,55,0,inf,0
2023-07-24,Instagram,744.21,8,0,inf,0
2023-07-25,Facebook,3087.33,80,1,3087.33,1
2023-07-25,Google,2246.15,31,0,inf,0
2023-07-25,Email,576.01,7,0,inf,0
2023-07-25,Instagram,3386.4,48,1,3386.4,1
2023-07-26,Facebook,3135.24,41,0,inf,0
2023-07-26,Google,4676.21,164,6,779.3683333333333,6
2023-07-26,Email,1856.08,68,2,928.04,2
2023-07-26,Instagram,2469.54,47,1,2469.54,1
2023-07-27,Facebook,2632.94,42,0,inf,0
2023-07-27,Google,2259.47,26,0,inf,0
2023-07-27,Email,4820.6,152,5,964.12,5
2023-07-27,Instagram,4613.76,55,2,2306.88,2
2023-07-28,Facebook,2179.09,22,0,inf,0
2023-07-28,Google,2997.81,100,1,2997.81,1
2023-07-28,Email,3184.95,50,2,1592.475,2
2023-07-28,Instagram,1871.11,23,1,1871.11,1
2023-07-29,Facebook,2047.33,38,1,2047.33,1
2023-07-29,Google,2806.49,85,1,2806.49,1
2023-07-29,Email,4256.37,119,2,2128.185,2
2023-07-29,Instagram,4098.47,46,2,2049.235,2
2023-07-30,Facebook,4695.66,47,1,4695.66,1
2023-07-30,Google,2973.49,68,0,inf,0
2023-07-30,Email,941.91,12,0,inf,0
2023-07-30,Instagram,1988.83,65,2,994.415,2
2023-07-31,Facebook,950.2,13,0,inf,0
2023-07-31,Google,1930.04,34,1,1930.04,1
2023-07-31,Email,1875.54,28,0,inf,0
2023-07-31,Instagram,2140.22,47,1,2140.22,1
2023-08-01,Facebook,521.74,13,0,inf,0
2023-08-01,Google,3829.17,69,3,1276.39,3
2023-08-01,Email,1104.38,14,0,inf,0
2023-08-01,Instagram,2582.82,53,1,2582.82,1
2023-08-02,Facebook,2982.52,87,2,1491.26,2
2023-08-02,Google,4288.07,48,0,inf,0
2023-08-02,Email,2923.78,71,3,974.5933333333334,3
2023-08-02,Instagram,844.08,32,0,inf,0
2023-08-03,Facebook,2782.3,123,4,695.575,4
2023-08-03,Google,2323.11,34,1,2323.11,1
2023-08-03,Email,2982.17,46,2,1491.085,2
2023-08-03,Instagram,2624.47,31,0,inf,0
2023-08-04,Facebook,1504.88,18,0,inf,0
2023-08-04,Google,1809.5,31,0,inf,0
2023-08-04,Email,2285.53,37,1,2285.53,1
2023-08-04,Instagram,4315.92,51,1,4315.92,1
2023-08-05,Facebook,1246.3,20,0,inf,0
2023-08-05,Google,1306.15,13,0,inf,0
2023-08-05,Email,4854.81,61,1,4854.81,1
2023-08-05,Instagram,2114.58,56,1,2114.58,1
2023-08-06,Facebook,782.88,15,0,inf,0
2023-08-06,Google,1430.48,15,0,inf,0
2023-08-06,Email,2613.53,46,0,inf,0
2023-08-06,Instagram,4912.65,106,4,1228.1625,4
2023-08-07,Facebook,2846.18,32,1,2846.18,1
2023-08-07,Google,1684.92,26,0,inf,0
2023-08-07,Email,3441.54,69,2,1720.77,2
2023-08-07,Instagram,4259.61,69,1,4259.61,1
2023-08-08,Facebook,4582.59,74,1,4582.59,1
2023-08-08,Google,4404.74,74,2,2202.37,2
2023-08-08,Email,3218.95,53,0,inf,0
2023-08-08,Instagram,1245.23,47,1,1245.23,1
2023-08-09,Facebook,1451.83,41,1,1451.83,1
2023-08-09,Google,3727.86,126,2,1863.93,2
2023-08-09,Email,4150.28,53,1,4150.28,1
2023-08-09,Instagram,2654.67,72,1,2654.67,1
2023-08-10,Facebook,4250.14,194,2,2125.07,2
2023-08-10,Google,3080.69,93,3,1026.8966666666668,3
2023-08-10,Email,676.36,10,0,inf,0
2023-08-10,Instagram,1662.17,48,2,831.085,2
2023-08-11,Facebook,3197.11,49,0,inf,0
2023-08-11,Google,3737.96,51,1,3737.96,1
2023-08-11,Email,885.87,15,0,inf,0
2023-08-11,Instagram,4402.86,130,5,880.5719999999999,5
2023-08-12,Facebook,3203.77,38,1,3203.77,1
2023-08-12,Google,1318.48,18,0,inf,0
2023-08-12,Email,3758.84,79,2,1879.42,2
2023-08-12,Instagram,3157.68,82,2,1578.84,2
2023-08-13,Facebook,988.57,27,1,988.57,1
2023-08-13,Google,2769.62,51,0,inf,0
2023-08-13,Email,933.34,16,0,inf,0
2023-08-13,Instagram,675.66,8,0,inf,0
2023-08-14,Facebook,1028.82,17,0,inf,0
2023-08-14,Google,3215.64,37,1,3215.64,1
2023-08-14,Email,3986.92,55,1,3986.92,1
2023-08-14,Instagram,2166.7,92,2,1083.35,2
2023-08-15,Facebook,1532.69,18,0,inf,0
2023-08-15,Google,2215.56,33,1,2215.56,1
2023-08-15,Email,3926.93,51,0,inf,0
2023-08-15,Instagram,1102.47,18,0,inf,0
2023-08-16,Facebook,4365.74,102,4,1091.435,4
2023-08-16,Google,2338.91,66,2,1169.455,2
2023-08-16,Email,4052.4,61,0,inf,0
2023-08-16,Instagram,532.37,7,0,inf,0
2023-08-17,Facebook,1921.56,39,0,inf,0
2023-08-17,Google,3432.09,85,3,1144.03,3
2023-08-17,Email,2406.03,48,1,2406.03,1
2023-08-17,Instagram,3562.73,44,1,3562.73,1
2023-08-18,Facebook,4027.05,68,1,4027.05,1
2023-08-18,Google,2997.1,74,1,2997.1,1
2023-08-18,Email,2049.6,26,1,2049.6,1
2023-08-18,Instagram,4347.5,59,2,2173.75,2
2023-08-19,Facebook,2509.68,33,0,inf,0
2023-08-19,Google,1465.06,28,0,inf,0
2023-08-19,Email,2977.59,39,1,2977.59,1
2023-08-19,Instagram,1223.32,12,0,inf,0
2023-08-20,Facebook,909.9,28,1,909.9,1
2023-08-20,Google,2459.2,97,1,2459.2,1
2023-08-20,Email,860.18,37,0,inf,0
2023-08-20,Instagram,4930.02,71,2,2465.01,2
2023-08-21,Facebook,3702.23,54,2,1851.115,2
2023-08-21,Google,4191.03,58,1,4191.03,1
2023-08-21,Email,1407.68,19,0,inf,0
2023-08-21,Instagram,1787.03,78,2,893.515,2
2023-08-22,Facebook,2821.16,73,1,2821.16,1
2023-08-22,Google,662.28,16,0,inf,0
2023-08-22,Email,1208.5,12,0,inf,0
2023-08-22,Instagram,2089.07,40,1,2089.07,1
2023-08-23,Facebook,2829.84,35,0,inf,0
2023-08-23,Google,905.75,21,0,inf,0
2023-08-23,Email,4617.54,96,4,1154.385,4
2023-08-23,Instagram,1744.29,25,0,inf,0
2023-08-24,Facebook,4683.71,70,1,4683.71,1
2023-08-24,Google,2332.11,81,1,2332.11,1
2023-08-24,Email,1824.13,19,0,inf,0
2023-08-24,Instagram,4805.19,53,2,2402.595,2
2023-08-25,Facebook,3087.02,40,1,3087.02,1
2023-08-25,Google,3034.26,37,1,3034.26,1
2023-08-25,Email,4825.57,85,2,2412.785,2
2023-08-25,Instagram,3140.72,141,2,1570.36,2
2023-08-26,Facebook,803.99,11,0,inf,0
2023-08-26,Google,3546.11,92,2,1773.055,2
2023-08-26,Email,4799.51,78,0,inf,0
2023-08-26,Instagram,4244.8,106,1,4244.8,1
2023-08-27,Facebook,3531.64,41,0,inf,0
2023-08-27,Google,4691.28,80,1,4691.28,1
2023-08-27,Email,4524.42,108,5,904.884,5
2023-08-27,Instagram,3573.98,38,1,3573.98,1
2023-08-28,Facebook,1398.5,17,0,inf,0
2023-08-28,Google,1430.5,39,0,inf,0
2023-08-28,Email,3283.69,101,1,3283.69,1
2023-08-28,Instagram,4640.85,62,2,2320.425,2
2023-08-29,Facebook,3262.22,40,1,3262.22,1
2023-08-29,Google,690.18,11,0,inf,0
2023-08-29,Email,2715.53,27,1,2715.53,1
2023-08-29,Instagram,4409.46,74,3,1469.82,3
2023-08-30,Facebook,4622.03,108,2,2311.015,2
2023-08-30,Google,3094.99,127,5,618.9979999999999,5
2023-08-30,Email,2652.44,41,1,2652.44,1
2023-08-30,Instagram,2271.73,30,0,inf,0
2023-08-31,Facebook,4894.28,64,1,4894.28,1
2023-08-31,Google,3601.45,171,3,1200.4833333333331,3
2023-08-31,Email,3114.54,67,2,1557.27,2
2023-08-31,Instagram,1668.65,26,0,inf,0
2023-09-01,Facebook,2621.05,37,0,inf,0
2023-09-01,Google,2744.47,74,2,1372.235,2
2023-09-01,Email,2175.39,24,0,inf,0
2023-09-01,Instagram,1309.5,42,1,1309.5,1
2023-09-02,Facebook,1528.55,54,1,1528.55,1
2023-09-02,Google,1561.12,28,0,inf,0
2023-09-02,Email,1156.3,11,0,inf,0
2023-09-02,Instagram,4125.51,120,3,1375.17,3
2023-09-03,Facebook,4980.03,56,1,4980.03,1
2023-09-03,Google,3742.52,45,0,inf,0
2023-09-03,Email,3029.62,46,1,3029.62,1
2023-09-03,Instagram,3607.44,145,6,601.24,6
2023-09-04,Facebook,2644.43,37,1,2644.43,1
2023-09-04,Google,2005.95,41,1,2005.95,1
2023-09-04,Email,4693.3,115,1,4693.3,1
2023-09-04,Instagram,1045.57,11,0,inf,0
2023-09-05,Facebook,1395.31,21,0,inf,0
2023-09-05,Google,1285.42,15,0,inf,0
2023-09-05,Email,3529.37,59,2,1764.685,2
2023-09-05,Instagram,4503.35,89,1,4503.35,1
2023-09-06,Facebook,3342.7,105,1,3342.7,1
2023-09-06,Google,4134.73,87,3,1378.243333333333,3
2023-09-06,Email,3072.37,34,0,inf,0
2023-09-06,Instagram,1229.0,32,0,inf,0
2023-09-07,Facebook,1811.1,43,1,1811.1,1
2023-09-07,Google,1720.62,30,1,1720.62,1
2023-09-07,Email,2134.24,31,1,2134.24,1
2023-09-07,Instagram,2362.95,68,0,inf,0
2023-09-08,Facebook,3774.98,51,2,1887.49,2
2023-09-08,Google,3653.14,138,2,1826.57,2
2023-09-08,Email,963.54,38,1,963.54,1
2023-09-08,Instagram,2967.95,134,3,989.3166666666666,3
2023-09-09,Facebook,3942.48,147,3,1314.16,3
2023-09-09,Google,1198.73,16,0,inf,0
2023-09-09,Email,1892.17,47,1,1892.17,1
2023-09-09,Instagram,3319.16,108,4,829.79,4
2023-09-10,Facebook,628.57,8,0,inf,0
2023-09-10,Google,1963.41,33,1,1963.41,1
2023-09-10,Email,2932.63,70,1,2932.63,1
2023-09-10,Instagram,4862.94,64,1,4862.94,1
2023-09-11,Facebook,3189.13,45,1,3189.13,1
2023-09-11,Google,3037.93,49,1,3037.93,1
2023-09-11,Email,1893.48,39,1,1893.48,1
2023-09-11,Instagram,4121.18,74,1,4121.18,1
2023-09-12,Facebook,1669.13,37,0,inf,0
2023-09-12,Google,4169.21,47,1,4169.21,1
2023-09-12,Email,2611.39,126,5,522.278,5
2023-09-12,Instagram,4761.31,81,0,inf,0
2023-09-13,Facebook,2436.96,56,1,2436.96,1
2023-09-13,Google,532.48,10,0,inf,0
2023-09-13,Email,3022.49,58,0,inf,0
2023-09-13,Instagram,3817.03,74,1,3817.03,1
2023-09-14,Facebook,1683.41,31,0,inf,0
2023-09-14,Google,3940.42,42,1,3940.42,1
2023-09-14,Email,3580.88,83,3,1193.6266666666668,3
2023-09-14,Instagram,4139.64,78,3,1379.88,3
2023-09-15,Facebook,1320.83,30,1,1320.83,1
2023-09-15,Google,3279.78,78,2,1639.89,2
2023-09-15,Email,1345.05,62,0,inf,0
2023-09-15,Instagram,2907.37,83,1,2907.37,1
2023-09-16,Facebook,1711.38,22,0,inf,0
2023-09-16,Google,1547.65,48,1,1547.65,1
2023-09-16,Email,2038.61,45,1,2038.61,1
2023-09-16,Instagram,4990.84,87,3,1663.6133333333337,3
2023-09-17,Facebook,1986.12,22,1,1986.12,1
2023-09-17,Google,752.17,9,0,inf,0
2023-09-17,Email,2615.66,73,3,871.8866666666667,3
2023-09-17,Instagram,4177.63,48,0,inf,0
2023-09-18,Facebook,3956.66,99,4,989.165,4
2023-09-18,Google,2493.32,31,0,inf,0
2023-09-18,Email,2573.76,31,0,inf,0
2023-09-18,Instagram,4919.52,85,3,1639.84,3
2023-09-19,Facebook,1904.49,41,1,1904.49,1
2023-09-19,Google,689.84,7,0,inf,0
2023-09-19,Email,1639.91,23,0,inf,0
2023-09-19,Instagram,4493.84,50,0,inf,0
2023-09-20,Facebook,1008.18,14,0,inf,0
2023-09-20,Google,1253.12,29,0,inf,0
2023-09-20,Email,4051.15,195,2,2025.575,2
2023-09-20,Instagram,4025.64,69,2,2012.82,2
2023-09-21,Facebook,2171.29,79,1,2171.29,1
2023-09-21,Google,911.31,13,0,inf,0
2023-09-21,Email,4986.38,71,0,inf,0
2023-09-21,Instagram,3400.59,44,1,3400.59,1
2023-09-22,Facebook,1066.22,27,1,1066.22,1
2023-09-22,Google,4048.53,50,2,2024.265,2
2023-09-22,Email,2474.24,69,2,1237.12,2
2023-09-22,Instagram,2111.75,68,3,703.9166666666666,3
