date,product_id,opening_stock,restock_qty,sold_qty,closing_stock,stockout_flag,unit_cost,inventory_value,cogs,on_hand_qty,days_since_last_sale
2023-03-07,P00025,98,0,5,93,0,1739.53,161776.29,8697.65,93,-663
2023-03-07,P00026,26,0,2,24,0,1112.72,26705.28,2225.44,24,-658
2023-03-07,P00027,112,0,0,112,0,1197.77,134150.24,0.0,112,-663
2023-03-07,P00028,110,0,2,108,0,3625.16,391517.28,7250.32,108,-661
2023-03-07,P00029,89,0,0,89,0,1657.67,147532.63,0.0,89,-664
2023-03-07,P00030,53,0,1,52,0,778.75,40495.0,778.75,52,-661
2023-03-07,P00031,72,0,4,68,0,471.55,32065.4,1886.2,68,-663
2023-03-07,P00032,13,100,2,111,0,386.3,42879.3,772.6,111,-649
2023-03-07,P00033,106,0,2,104,0,818.19,85091.76000000001,1636.38,104,-661
2023-03-07,P00034,19,0,2,17,0,2216.38,37678.46,4432.76,17,-657
2023-03-07,P00035,15,0,0,15,0,645.94,9689.1,0.0,15,-644
2023-03-07,P00036,97,0,0,97,0,990.96,96123.12,0.0,97,-661
2023-03-07,P00037,28,0,2,26,0,485.74,12629.24,971.48,26,-659
2023-03-07,P00038,85,0,3,82,0,1418.42,116310.44,4255.26,82,-665
2023-03-07,P00039,84,0,2,82,0,809.06,66342.92,1618.12,82,-662
2023-03-07,P00040,106,0,1,105,0,3241.22,340328.1,3241.22,105,-662
2023-03-07,P00041,16,0,0,16,0,637.28,10196.48,0.0,16,-656
2023-03-07,P00042,84,0,0,84,0,1421.08,119370.72,0.0,84,-649
2023-03-07,P00043,101,0,0,101,0,1502.72,151774.72,0.0,101,-665
2023-03-07,P00044,23,0,1,22,0,1831.42,40291.240000000005,1831.42,22,-665
2023-03-07,P00045,93,0,3,90,0,800.05,72004.5,2400.15,90,-662
2023-03-07,P00046,48,0,0,48,0,909.14,43638.72,0.0,48,-664
2023-03-07,P00047,112,0,0,112,0,3883.7,434974.4,0.0,112,-665
2023-03-07,P00048,108,0,0,108,0,905.52,97796.16,0.0,108,-664
2023-03-07,P00049,97,0,1,96,0,3776.8,362572.8000000001,3776.8,96,-662
2023-03-07,P00050,49,0,2,47,0,878.02,41266.94,1756.04,47,-665
2023-03-08,P00001,97,0,3,94,0,3440.14,323373.16,10320.42,94,-660
2023-03-08,P00002,94,0,0,94,0,1259.97,118437.18,0.0,94,-661
2023-03-08,P00003,29,0,0,29,0,912.38,26459.02,0.0,29,-664
2023-03-08,P00004,13,100,2,111,0,811.12,90034.32,1622.24,111,-664
2023-03-08,P00005,48,0,3,45,0,502.64,22618.8,1507.92,45,-655
2023-03-08,P00006,90,0,0,90,0,405.25,36472.5,0.0,90,-664
2023-03-08,P00007,111,0,0,111,0,1830.66,203203.26,0.0,111,-664
2023-03-08,P00008,78,0,3,75,0,3018.56,226392.0,9055.68,75,-664
2023-03-08,P00009,104,0,0,104,0,1667.07,173375.28,0.0,104,-654
2023-03-08,P00010,101,0,2,99,0,463.6,45896.4,927.2,99,-655
2023-03-08,P00011,102,0,2,100,0,2568.64,256864.0,5137.28,100,-664
2023-03-08,P00012,44,0,0,44,0,2759.84,121432.96,0.0,44,-653
2023-03-08,P00013,27,0,0,27,0,1591.13,42960.51,0.0,27,-661
2023-03-08,P00014,56,0,0,56,0,1558.0,87248.0,0.0,56,-659
2023-03-08,P00015,80,0,0,80,0,2016.06,161284.8,0.0,80,-640
2023-03-08,P00016,109,0,3,106,0,1216.09,128905.54,3648.27,106,-659
2023-03-08,P00017,33,0,0,33,0,2648.28,87393.24,0.0,33,-660
2023-03-08,P00018,100,0,2,98,0,1328.99,130241.02,2657.98,98,-658
2023-03-08,P00019,18,0,0,18,0,322.92,5812.56,0.0,18,-658
2023-03-08,P00020,109,0,1,108,0,745.08,80468.64,745.08,108,-664
2023-03-08,P00021,19,0,2,17,0,602.22,10237.74,1204.44,17,-662
2023-03-08,P00022,48,0,0,48,0,758.73,36419.04,0.0,48,-649
2023-03-08,P00023,86,0,0,86,0,604.8,52012.8,0.0,86,-657
2023-03-08,P00024,105,0,0,105,0,338.12,35502.6,0.0,105,-661
2023-03-08,P00025,93,0,0,93,0,1739.53,161776.29,0.0,93,-662
2023-03-08,P00026,24,0,0,24,0,1112.72,26705.28,0.0,24,-657
2023-03-08,P00027,112,0,0,112,0,1197.77,134150.24,0.0,112,-662
2023-03-08,P00028,108,0,0,108,0,3625.16,391517.28,0.0,108,-660
2023-03-08,P00029,89,0,1,88,0,1657.67,145874.96000000002,1657.67,88,-663
2023-03-08,P00030,52,0,1,51,0,778.75,39716.25,778.75,51,-660
2023-03-08,P00031,68,0,2,66,0,471.55,31122.3,943.1,66,-662
2023-03-08,P00032,111,0,1,110,0,386.3,42493.0,386.3,110,-648
2023-03-08,P00033,104,0,0,104,0,818.19,85091.76000000001,0.0,104,-660
2023-03-08,P00034,17,0,3,14,0,2216.38,31029.32,6649.14,14,-656
2023-03-08,P00035,15,0,0,15,0,645.94,9689.1,0.0,15,-643
2023-03-08,P00036,97,0,0,97,0,990.96,96123.12,0.0,97,-660
2023-03-08,P00037,26,0,0,26,0,485.74,12629.24,0.0,26,-658
2023-03-08,P00038,82,0,0,82,0,1418.42,116310.44,0.0,82,-664
2023-03-08,P00039,82,0,4,78,0,809.06,63106.67999999999,3236.24,78,-661
2023-03-08,P00040,105,0,0,105,0,3241.22,340328.1,0.0,105,-661
2023-03-08,P00041,16,0,0,16,0,637.28,10196.48,0.0,16,-655
2023-03-08,P00042,84,0,3,81,0,1421.08,115107.48,4263.24,81,-648
2023-03-08,P00043,101,0,2,99,0,1502.72,148769.28,3005.44,99,-664
2023-03-08,P00044,22,0,0,22,0,1831.42,40291.240000000005,0.0,22,-664
2023-03-08,P00045,90,0,1,89,0,800.05,71204.45,800.05,89,-661
2023-03-08,P00046,48,0,0,48,0,909.14,43638.72,0.0,48,-663
2023-03-08,P00047,112,0,4,108,0,3883.7,419439.6,15534.8,108,-664
2023-03-08,P00048,108,0,0,108,0,905.52,97796.16,0.0,108,-663
2023-03-08,P00049,96,0,0,96,0,3776.8,362572.8000000001,0.0,96,-661
2023-03-08,P00050,47,0,2,45,0,878.02,39510.9,1756.04,45,-664
2023-03-09,P00001,94,0,0,94,0,3440.14,323373.16,0.0,94,-659
2023-03-09,P00002,94,0,0,94,0,1259.97,118437.18,0.0,94,-660
2023-03-09,P00003,29,0,0,29,0,912.38,26459.02,0.0,29,-663
2023-03-09,P00004,111,0,0,111,0,811.12,90034.32,0.0,111,-663
2023-03-09,P00005,45,0,0,45,0,502.64,22618.8,0.0,45,-654
2023-03-09,P00006,90,0,0,90,0,405.25,36472.5,0.0,90,-663
2023-03-09,P00007,111,0,0,111,0,1830.66,203203.26,0.0,111,-663
2023-03-09,P00008,75,0,1,74,0,3018.56,223373.44,3018.56,74,-663
2023-03-09,P00009,104,0,0,104,0,1667.07,173375.28,0.0,104,-653
2023-03-09,P00010,99,0,3,96,0,463.6,44505.600000000006,1390.8000000000002,96,-654
2023-03-09,P00011,100,0,4,96,0,2568.64,246589.44,10274.56,96,-663
2023-03-09,P00012,44,0,2,42,0,2759.84,115913.28,5519.68,42,-652
2023-03-09,P00013,27,0,4,23,0,1591.13,36595.990000000005,6364.52,23,-660
2023-03-09,P00014,56,0,0,56,0,1558.0,87248.0,0.0,56,-658
2023-03-09,P00015,80,0,0,80,0,2016.06,161284.8,0.0,80,-639
2023-03-09,P00016,106,0,0,106,0,1216.09,128905.54,0.0,106,-658
2023-03-09,P00017,33,0,3,30,0,2648.28,79448.40000000001,7944.84,30,-659
2023-03-09,P00018,98,0,0,98,0,1328.99,130241.02,0.0,98,-657
2023-03-09,P00019,18,0,2,16,0,322.92,5166.72,645.84,16,-657
2023-03-09,P00020,108,0,0,108,0,745.08,80468.64,0.0,108,-663
2023-03-09,P00021,17,0,0,17,0,602.22,10237.74,0.0,17,-661
2023-03-09,P00022,48,0,0,48,0,758.73,36419.04,0.0,48,-648
2023-03-09,P00023,86,0,3,83,0,604.8,50198.4,1814.4,83,-656
2023-03-09,P00024,105,0,0,105,0,338.12,35502.6,0.0,105,-660
2023-03-09,P00025,93,0,0,93,0,1739.53,161776.29,0.0,93,-661
2023-03-09,P00026,24,0,1,23,0,1112.72,25592.56,1112.72,23,-656
2023-03-09,P00027,112,0,0,112,0,1197.77,134150.24,0.0,112,-661
2023-03-09,P00028,108,0,0,108,0,3625.16,391517.28,0.0,108,-659
2023-03-09,P00029,88,0,0,88,0,1657.67,145874.96000000002,0.0,88,-662
2023-03-09,P00030,51,0,0,51,0,778.75,39716.25,0.0,51,-659
2023-03-09,P00031,66,0,0,66,0,471.55,31122.3,0.0,66,-661
2023-03-09,P00032,110,0,0,110,0,386.3,42493.0,0.0,110,-647
2023-03-09,P00033,104,0,0,104,0,818.19,85091.76000000001,0.0,104,-659
2023-03-09,P00034,14,100,0,114,0,2216.38,252667.32,0.0,114,-655
2023-03-09,P00035,15,0,8,7,0,645.94,4521.58,5167.52,7,-642
2023-03-09,P00036,97,0,3,94,0,990.96,93150.24,2972.88,94,-659
2023-03-09,P00037,26,0,3,23,0,485.74,11172.02,1457.22,23,-657
2023-03-09,P00038,82,0,3,79,0,1418.42,112055.18,4255.26,79,-663
2023-03-09,P00039,78,0,0,78,0,809.06,63106.67999999999,0.0,78,-660
2023-03-09,P00040,105,0,0,105,0,3241.22,340328.1,0.0,105,-660
2023-03-09,P00041,16,0,1,15,0,637.28,9559.2,637.28,15,-654
2023-03-09,P00042,81,0,3,78,0,1421.08,110844.24,4263.24,78,-647
2023-03-09,P00043,99,0,3,96,0,1502.72,144261.12,4508.16,96,-663
2023-03-09,P00044,22,0,0,22,0,1831.42,40291.240000000005,0.0,22,-663
2023-03-09,P00045,89,0,0,89,0,800.05,71204.45,0.0,89,-660
2023-03-09,P00046,48,0,1,47,0,909.14,42729.58,909.14,47,-662
2023-03-09,P00047,108,0,4,104,0,3883.7,403904.8,15534.8,104,-663
2023-03-09,P00048,108,0,0,108,0,905.52,97796.16,0.0,108,-662
2023-03-09,P00049,96,0,2,94,0,3776.8,355019.2,7553.6,94,-660
2023-03-09,P00050,45,0,0,45,0,878.02,39510.9,0.0,45,-663
2023-03-10,P00001,94,0,1,93,0,3440.14,319933.02,3440.14,93,-658
2023-03-10,P00002,94,0,0,94,0,1259.97,118437.18,0.0,94,-659
2023-03-10,P00003,29,0,0,29,0,912.38,26459.02,0.0,29,-662
2023-03-10,P00004,111,0,0,111,0,811.12,90034.32,0.0,111,-662
2023-03-10,P00005,45,0,2,43,0,502.64,21613.52,1005.28,43,-653
2023-03-10,P00006,90,0,2,88,0,405.25,35662.0,810.5,88,-662
2023-03-10,P00007,111,0,3,108,0,1830.66,197711.28,5491.9800000000005,108,-662
2023-03-10,P00008,74,0,1,73,0,3018.56,220354.88,3018.56,73,-662
2023-03-10,P00009,104,0,6,98,0,1667.07,163372.86,10002.42,98,-652
2023-03-10,P00010,96,0,3,93,0,463.6,43114.8,1390.8000000000002,93,-653
2023-03-10,P00011,96,0,2,94,0,2568.64,241452.16,5137.28,94,-662
2023-03-10,P00012,42,0,3,39,0,2759.84,107633.76,8279.52,39,-651
2023-03-10,P00013,23,0,0,23,0,1591.13,36595.990000000005,0.0,23,-659
2023-03-10,P00014,56,0,0,56,0,1558.0,87248.0,0.0,56,-657
2023-03-10,P00015,80,0,0,80,0,2016.06,161284.8,0.0,80,-638
2023-03-10,P00016,106,0,4,102,0,1216.09,124041.18,4864.36,102,-657
2023-03-10,P00017,30,0,3,27,0,2648.28,71503.56000000001,7944.84,27,-658
2023-03-10,P00018,98,0,0,98,0,1328.99,130241.02,0.0,98,-656
2023-03-10,P00019,16,0,2,14,0,322.92,4520.88,645.84,14,-656
2023-03-10,P00020,108,0,0,108,0,745.08,80468.64,0.0,108,-662
2023-03-10,P00021,17,0,0,17,0,602.22,10237.74,0.0,17,-660
2023-03-10,P00022,48,0,1,47,0,758.73,35660.31,758.73,47,-647
2023-03-10,P00023,83,0,0,83,0,604.8,50198.4,0.0,83,-655
2023-03-10,P00024,105,0,0,105,0,338.12,35502.6,0.0,105,-659
2023-03-10,P00025,93,0,0,93,0,1739.53,161776.29,0.0,93,-660
2023-03-10,P00026,23,0,3,20,0,1112.72,22254.4,3338.16,20,-655
2023-03-10,P00027,112,0,7,105,0,1197.77,125765.85,8384.39,105,-660
2023-03-10,P00028,108,0,0,108,0,3625.16,391517.28,0.0,108,-658
2023-03-10,P00029,88,0,2,86,0,1657.67,142559.62,3315.34,86,-661
2023-03-10,P00030,51,0,0,51,0,778.75,39716.25,0.0,51,-658
2023-03-10,P00031,66,0,0,66,0,471.55,31122.3,0.0,66,-660
2023-03-10,P00032,110,0,0,110,0,386.3,42493.0,0.0,110,-646
2023-03-10,P00033,104,0,0,104,0,818.19,85091.76000000001,0.0,104,-658
2023-03-10,P00034,114,0,0,114,0,2216.38,252667.32,0.0,114,-654
2023-03-10,P00035,7,100,0,107,0,645.94,69115.58,0.0,107,-641
2023-03-10,P00036,94,0,1,93,0,990.96,92159.28,990.96,93,-658
2023-03-10,P00037,23,0,2,21,0,485.74,10200.54,971.48,21,-656
2023-03-10,P00038,79,0,0,79,0,1418.42,112055.18,0.0,79,-662
2023-03-10,P00039,78,0,0,78,0,809.06,63106.67999999999,0.0,78,-659
2023-03-10,P00040,105,0,0,105,0,3241.22,340328.1,0.0,105,-659
2023-03-10,P00041,15,0,1,14,0,637.28,8921.92,637.28,14,-653
2023-03-10,P00042,78,0,3,75,0,1421.08,106581.0,4263.24,75,-646
2023-03-10,P00043,96,0,0,96,0,1502.72,144261.12,0.0,96,-662
2023-03-10,P00044,22,0,0,22,0,1831.42,40291.240000000005,0.0,22,-662
2023-03-10,P00045,89,0,1,88,0,800.05,70404.4,800.05,88,-659
2023-03-10,P00046,47,0,0,47,0,909.14,42729.58,0.0,47,-661
2023-03-10,P00047,104,0,1,103,0,3883.7,400021.1,3883.7,103,-662
2023-03-10,P00048,108,0,0,108,0,905.52,97796.16,0.0,108,-661
2023-03-10,P00049,94,0,0,94,0,3776.8,355019.2,0.0,94,-659
2023-03-10,P00050,45,0,0,45,0,878.02,39510.9,0.0,45,-662
2023-03-11,P00001,93,0,0,93,0,3440.14,319933.02,0.0,93,-657
2023-03-11,P00002,94,0,2,92,0,1259.97,115917.24,2519.94,92,-658
2023-03-11,P00003,29,0,0,29,0,912.38,26459.02,0.0,29,-661
2023-03-11,P00004,111,0,3,108,0,811.12,87600.96,2433.36,108,-661
2023-03-11,P00005,43,0,0,43,0,502.64,21613.52,0.0,43,-652
2023-03-11,P00006,88,0,0,88,0,405.25,35662.0,0.0,88,-661
2023-03-11,P00007,108,0,2,106,0,1830.66,194049.96,3661.32,106,-661
2023-03-11,P00008,73,0,2,71,0,3018.56,214317.76,6037.12,71,-661
2023-03-11,P00009,98,0,0,98,0,1667.07,163372.86,0.0,98,-651
2023-03-11,P00010,93,0,2,91,0,463.6,42187.6,927.2,91,-652
2023-03-11,P00011,94,0,2,92,0,2568.64,236314.88,5137.28,92,-661
2023-03-11,P00012,39,0,0,39,0,2759.84,107633.76,0.0,39,-650
2023-03-11,P00013,23,0,0,23,0,1591.13,36595.990000000005,0.0,23,-658
2023-03-11,P00014,56,0,3,53,0,1558.0,82574.0,4674.0,53,-656
2023-03-11,P00015,80,0,0,80,0,2016.06,161284.8,0.0,80,-637
2023-03-11,P00016,102,0,0,102,0,1216.09,124041.18,0.0,102,-656
2023-03-11,P00017,27,0,3,24,0,2648.28,63558.72,7944.84,24,-657
2023-03-11,P00018,98,0,1,97,0,1328.99,128912.03,1328.99,97,-655
2023-03-11,P00019,14,100,0,114,0,322.92,36812.880000000005,0.0,114,-655
2023-03-11,P00020,108,0,5,103,0,745.08,76743.24,3725.4,103,-661
2023-03-11,P00021,17,0,0,17,0,602.22,10237.74,0.0,17,-659
2023-03-11,P00022,47,0,3,44,0,758.73,33384.12,2276.19,44,-646
2023-03-11,P00023,83,0,0,83,0,604.8,50198.4,0.0,83,-654
2023-03-11,P00024,105,0,0,105,0,338.12,35502.6,0.0,105,-658
2023-03-11,P00025,93,0,1,92,0,1739.53,160036.76,1739.53,92,-659
2023-03-11,P00026,20,0,1,19,0,1112.72,21141.68,1112.72,19,-654
2023-03-11,P00027,105,0,0,105,0,1197.77,125765.85,0.0,105,-659
2023-03-11,P00028,108,0,0,108,0,3625.16,391517.28,0.0,108,-657
2023-03-11,P00029,86,0,0,86,0,1657.67,142559.62,0.0,86,-660
2023-03-11,P00030,51,0,0,51,0,778.75,39716.25,0.0,51,-657
2023-03-11,P00031,66,0,0,66,0,471.55,31122.3,0.0,66,-659
2023-03-11,P00032,110,0,0,110,0,386.3,42493.0,0.0,110,-645
2023-03-11,P00033,104,0,0,104,0,818.19,85091.76000000001,0.0,104,-657
2023-03-11,P00034,114,0,0,114,0,2216.38,252667.32,0.0,114,-653
2023-03-11,P00035,107,0,0,107,0,645.94,69115.58,0.0,107,-640
2023-03-11,P00036,93,0,0,93,0,990.96,92159.28,0.0,93,-657
2023-03-11,P00037,21,0,0,21,0,485.74,10200.54,0.0,21,-655
2023-03-11,P00038,79,0,0,79,0,1418.42,112055.18,0.0,79,-661
2023-03-11,P00039,78,0,0,78,0,809.06,63106.67999999999,0.0,78,-658
2023-03-11,P00040,105,0,0,105,0,3241.22,340328.1,0.0,105,-658
2023-03-11,P00041,14,100,2,112,0,637.28,71375.36,1274.56,112,-652
2023-03-11,P00042,75,0,0,75,0,1421.08,106581.0,0.0,75,-645
2023-03-11,P00043,96,0,1,95,0,1502.72,142758.4,1502.72,95,-661
2023-03-11,P00044,22,0,0,22,0,1831.42,40291.240000000005,0.0,22,-661
2023-03-11,P00045,88,0,3,85,0,800.05,68004.25,2400.15,85,-658
2023-03-11,P00046,47,0,0,47,0,909.14,42729.58,0.0,47,-660
2023-03-11,P00047,103,0,0,103,0,3883.7,400021.1,0.0,103,-661
2023-03-11,P00048,108,0,0,108,0,905.52,97796.16,0.0,108,-660
2023-03-11,P00049,94,0,1,93,0,3776.8,351242.4,3776.8,93,-658
2023-03-11,P00050,45,0,2,43,0,878.02,37754.86,1756.04,43,-661
2023-03-12,P00001,93,0,0,93,0,3440.14,319933.02,0.0,93,-656
2023-03-12,P00002,92,0,3,89,0,1259.97,112137.33,3779.91,89,-657
2023-03-12,P00003,29,0,0,29,0,912.38,26459.02,0.0,29,-660
2023-03-12,P00004,108,0,0,108,0,811.12,87600.96,0.0,108,-660
2023-03-12,P00005,43,0,4,39,0,502.64,19602.96,2010.56,39,-651
2023-03-12,P00006,88,0,0,88,0,405.25,35662.0,0.0,88,-660
2023-03-12,P00007,106,0,0,106,0,1830.66,194049.96,0.0,106,-660
2023-03-12,P00008,71,0,0,71,0,3018.56,214317.76,0.0,71,-660
2023-03-12,P00009,98,0,3,95,0,1667.07,158371.65,5001.21,95,-650
2023-03-12,P00010,91,0,0,91,0,463.6,42187.6,0.0,91,-651
2023-03-12,P00011,92,0,1,91,0,2568.64,233746.24,2568.64,91,-660
2023-03-12,P00012,39,0,0,39,0,2759.84,107633.76,0.0,39,-649
2023-03-12,P00013,23,0,0,23,0,1591.13,36595.990000000005,0.0,23,-657
2023-03-12,P00014,53,0,0,53,0,1558.0,82574.0,0.0,53,-655
2023-03-12,P00015,80,0,0,80,0,2016.06,161284.8,0.0,80,-636
2023-03-12,P00016,102,0,1,101,0,1216.09,122825.09,1216.09,101,-655
2023-03-12,P00017,24,0,1,23,0,2648.28,60910.44,2648.28,23,-656
2023-03-12,P00018,97,0,2,95,0,1328.99,126254.05,2657.98,95,-654
2023-03-12,P00019,114,0,3,111,0,322.92,35844.12,968.76,111,-654
2023-03-12,P00020,103,0,0,103,0,745.08,76743.24,0.0,103,-660
2023-03-12,P00021,17,0,0,17,0,602.22,10237.74,0.0,17,-658
2023-03-12,P00022,44,0,0,44,0,758.73,33384.12,0.0,44,-645
2023-03-12,P00023,83,0,0,83,0,604.8,50198.4,0.0,83,-653
2023-03-12,P00024,105,0,0,105,0,338.12,35502.6,0.0,105,-657
2023-03-12,P00025,92,0,0,92,0,1739.53,160036.76,0.0,92,-658
2023-03-12,P00026,19,0,0,19,0,1112.72,21141.68,0.0,19,-653
2023-03-12,P00027,105,0,0,105,0,1197.77,125765.85,0.0,105,-658
2023-03-12,P00028,108,0,1,107,0,3625.16,387892.12,3625.16,107,-656
2023-03-12,P00029,86,0,0,86,0,1657.67,142559.62,0.0,86,-659
2023-03-12,P00030,51,0,0,51,0,778.75,39716.25,0.0,51,-656
2023-03-12,P00031,66,0,0,66,0,471.55,31122.3,0.0,66,-658
2023-03-12,P00032,110,0,3,107,0,386.3,41334.1,1158.9,107,-644
2023-03-12,P00033,104,0,0,104,0,818.19,85091.76000000001,0.0,104,-656
2023-03-12,P00034,114,0,4,110,0,2216.38,243801.8,8865.52,110,-652
2023-03-12,P00035,107,0,0,107,0,645.94,69115.58,0.0,107,-639
2023-03-12,P00036,93,0,0,93,0,990.96,92159.28,0.0,93,-656
2023-03-12,P00037,21,0,3,18,0,485.74,8743.32,1457.22,18,-654
2023-03-12,P00038,79,0,3,76,0,1418.42,107799.92,4255.26,76,-660
2023-03-12,P00039,78,0,0,78,0,809.06,63106.67999999999,0.0,78,-657
2023-03-12,P00040,105,0,0,105,0,3241.22,340328.1,0.0,105,-657
2023-03-12,P00041,112,0,0,112,0,637.28,71375.36,0.0,112,-651
2023-03-12,P00042,75,0,0,75,0,1421.08,106581.0,0.0,75,-644
2023-03-12,P00043,95,0,0,95,0,1502.72,142758.4,0.0,95,-660
2023-03-12,P00044,22,0,0,22,0,1831.42,40291.240000000005,0.0,22,-660
2023-03-12,P00045,85,0,0,85,0,800.05,68004.25,0.0,85,-657
2023-03-12,P00046,47,0,0,47,0,909.14,42729.58,0.0,47,-659
2023-03-12,P00047,103,0,3,100,0,3883.7,388370.0,11651.1,100,-660
2023-03-12,P00048,108,0,0,108,0,905.52,97796.16,0.0,108,-659
2023-03-12,P00049,93,0,0,93,0,3776.8,351242.4,0.0,93,-657
2023-03-12,P00050,43,0,0,43,0,878.02,37754.86,0.0,43,-660
2023-03-13,P00001,93,0,0,93,0,3440.14,319933.02,0.0,93,-655
2023-03-13,P00002,89,0,4,85,0,1259.97,107097.45,5039.88,85,-656
2023-03-13,P00003,29,0,3,26,0,912.38,23721.88,2737.14,26,-659
2023-03-13,P00004,108,0,2,106,0,811.12,85978.72,1622.24,106,-659
2023-03-13,P00005,39,0,6,33,0,502.64,16587.12,3015.84,33,-650
2023-03-13,P00006,88,0,0,88,0,405.25,35662.0,0.0,88,-659
2023-03-13,P00007,106,0,0,106,0,1830.66,194049.96,0.0,106,-659
2023-03-13,P00008,71,0,0,71,0,3018.56,214317.76,0.0,71,-659
2023-03-13,P00009,95,0,0,95,0,1667.07,158371.65,0.0,95,-649
2023-03-13,P00010,91,0,3,88,0,463.6,40796.8,1390.8000000000002,88,-650
2023-03-13,P00011,91,0,0,91,0,2568.64,233746.24,0.0,91,-659
2023-03-13,P00012,39,0,0,39,0,2759.84,107633.76,0.0,39,-648
2023-03-13,P00013,23,0,0,23,0,1591.13,36595.990000000005,0.0,23,-656
2023-03-13,P00014,53,0,2,51,0,1558.0,79458.0,3116.0,51,-654
2023-03-13,P00015,80,0,0,80,0,2016.06,161284.8,0.0,80,-635
2023-03-13,P00016,101,0,0,101,0,1216.09,122825.09,0.0,101,-654
2023-03-13,P00017,23,0,2,21,0,2648.28,55613.880000000005,5296.56,21,-655
2023-03-13,P00018,95,0,0,95,0,1328.99,126254.05,0.0,95,-653
2023-03-13,P00019,111,0,0,111,0,322.92,35844.12,0.0,111,-653
2023-03-13,P00020,103,0,0,103,0,745.08,76743.24,0.0,103,-659
2023-03-13,P00021,17,0,4,13,0,602.22,7828.860000000001,2408.88,13,-657
2023-03-13,P00022,44,0,0,44,0,758.73,33384.12,0.0,44,-644
2023-03-13,P00023,83,0,3,80,0,604.8,48384.0,1814.4,80,-652
2023-03-13,P00024,105,0,1,104,0,338.12,35164.48,338.12,104,-656
2023-03-13,P00025,92,0,0,92,0,1739.53,160036.76,0.0,92,-657
2023-03-13,P00026,19,0,4,15,0,1112.72,16690.8,4450.88,15,-652
2023-03-13,P00027,105,0,0,105,0,1197.77,125765.85,0.0,105,-657
2023-03-13,P00028,107,0,3,104,0,3625.16,377016.64,10875.48,104,-655
2023-03-13,P00029,86,0,1,85,0,1657.67,140901.95,1657.67,85,-658
2023-03-13,P00030,51,0,0,51,0,778.75,39716.25,0.0,51,-655
2023-03-13,P00031,66,0,0,66,0,471.55,31122.3,0.0,66,-657
2023-03-13,P00032,107,0,0,107,0,386.3,41334.1,0.0,107,-643
2023-03-13,P00033,104,0,0,104,0,818.19,85091.76000000001,0.0,104,-655
2023-03-13,P00034,110,0,0,110,0,2216.38,243801.8,0.0,110,-651
2023-03-13,P00035,107,0,1,106,0,645.94,68469.64,645.94,106,-638
2023-03-13,P00036,93,0,0,93,0,990.96,92159.28,0.0,93,-655
2023-03-13,P00037,18,0,2,16,0,485.74,7771.84,971.48,16,-653
2023-03-13,P00038,76,0,2,74,0,1418.42,104963.08,2836.84,74,-659
2023-03-13,P00039,78,0,2,76,0,809.06,61488.56,1618.12,76,-656
2023-03-13,P00040,105,0,2,103,0,3241.22,333845.66,6482.44,103,-656
2023-03-13,P00041,112,0,3,109,0,637.28,69463.52,1911.84,109,-650
2023-03-13,P00042,75,0,0,75,0,1421.08,106581.0,0.0,75,-643
2023-03-13,P00043,95,0,0,95,0,1502.72,142758.4,0.0,95,-659
2023-03-13,P00044,22,0,0,22,0,1831.42,40291.240000000005,0.0,22,-659
2023-03-13,P00045,85,0,0,85,0,800.05,68004.25,0.0,85,-656
2023-03-13,P00046,47,0,0,47,0,909.14,42729.58,0.0,47,-658
2023-03-13,P00047,100,0,0,100,0,3883.7,388370.0,0.0,100,-659
2023-03-13,P00048,108,0,1,107,0,905.52,96890.64,905.52,107,-658
2023-03-13,P00049,93,0,0,93,0,3776.8,351242.4,0.0,93,-656
2023-03-13,P00050,43,0,3,40,0,878.02,35120.8,2634.06,40,-659
2023-03-14,P00001,93,0,0,93,0,3440.14,319933.02,0.0,93,-654
2023-03-14,P00002,85,0,0,85,0,1259.97,107097.45,0.0,85,-655
2023-03-14,P00003,26,0,3,23,0,912.38,20984.74,2737.14,23,-658
2023-03-14,P00004,106,0,0,106,0,811.12,85978.72,0.0,106,-658
2023-03-14,P00005,33,0,0,33,0,502.64,16587.12,0.0,33,-649
2023-03-14,P00006,88,0,0,88,0,405.25,35662.0,0.0,88,-658
2023-03-14,P00007,106,0,0,106,0,1830.66,194049.96,0.0,106,-658
2023-03-14,P00008,71,0,0,71,0,3018.56,214317.76,0.0,71,-658
2023-03-14,P00009,95,0,0,95,0,1667.07,158371.65,0.0,95,-648
2023-03-14,P00010,88,0,0,88,0,463.6,40796.8,0.0,88,-649
2023-03-14,P00011,91,0,3,88,0,2568.64,226040.32,7705.92,88,-658
2023-03-14,P00012,39,0,0,39,0,2759.84,107633.76,0.0,39,-647
2023-03-14,P00013,23,0,0,23,0,1591.13,36595.990000000005,0.0,23,-655
2023-03-14,P00014,51,0,7,44,0,1558.0,68552.0,10906.0,44,-653
2023-03-14,P00015,80,0,0,80,0,2016.06,161284.8,0.0,80,-634
2023-03-14,P00016,101,0,0,101,0,1216.09,122825.09,0.0,101,-653
2023-03-14,P00017,21,0,0,21,0,2648.28,55613.880000000005,0.0,21,-654
2023-03-14,P00018,95,0,0,95,0,1328.99,126254.05,0.0,95,-652
2023-03-14,P00019,111,0,0,111,0,322.92,35844.12,0.0,111,-652
2023-03-14,P00020,103,0,0,103,0,745.08,76743.24,0.0,103,-658
