order_id,dispatch_date,delivery_date,carrier,delivery_cost,return_flag,delivery_time_days,sla_met,promise_days
ORD-15197,2023-07-26,2023-07-28,FedEx,10.73,0,2,1,5
ORD-15199,2023-07-28,2023-07-31,DHL,14.02,0,3,1,5
ORD-15200,2023-07-29,2023-08-01,UPS,8.98,0,3,1,5
ORD-15201,2023-07-29,2023-07-31,UPS,9.26,1,2,1,5
ORD-15202,2023-07-28,2023-08-01,FedEx,9.45,0,4,1,5
ORD-15203,2023-07-27,2023-07-30,DHL,6.35,0,3,1,5
ORD-15204,2023-07-27,2023-07-31,UPS,12.42,0,4,1,5
ORD-15205,2023-07-28,2023-08-03,DHL,12.04,0,6,0,5
ORD-15206,2023-07-29,2023-08-03,FedEx,5.07,0,5,1,5
ORD-15207,2023-07-27,2023-07-29,FedEx,10.65,0,2,1,5
ORD-15208,2023-07-29,2023-08-03,UPS,11.69,0,5,1,5
ORD-15209,2023-07-29,2023-08-01,FedEx,8.5,0,3,1,5
ORD-15210,2023-07-27,2023-07-29,DHL,6.19,0,2,1,5
ORD-15211,2023-07-27,2023-08-02,UPS,12.24,0,6,0,5
ORD-15212,2023-07-27,2023-07-30,FedEx,7.27,0,3,1,5
ORD-15213,2023-07-29,2023-08-03,FedEx,13.42,0,5,1,5
ORD-15214,2023-07-29,2023-08-01,DHL,12.54,0,3,1,5
ORD-15215,2023-07-28,2023-08-03,UPS,6.62,0,6,0,5
ORD-15217,2023-07-29,2023-08-02,DHL,14.14,0,4,1,5
ORD-15218,2023-07-27,2023-08-01,UPS,13.42,0,5,1,5
ORD-15219,2023-07-29,2023-08-03,UPS,5.83,0,5,1,5
ORD-15220,2023-07-28,2023-07-30,DHL,14.04,0,2,1,5
ORD-15221,2023-07-29,2023-08-03,UPS,8.03,0,5,1,5
ORD-15222,2023-07-29,2023-08-01,DHL,7.99,0,3,1,5
ORD-15223,2023-07-28,2023-08-03,FedEx,9.12,0,6,0,5
ORD-15224,2023-07-28,2023-08-01,FedEx,11.01,1,4,1,5
ORD-15225,2023-07-30,2023-08-02,FedEx,11.93,0,3,1,5
ORD-15226,2023-07-29,2023-08-04,DHL,14.52,0,6,0,5
ORD-15227,2023-07-30,2023-08-04,FedEx,7.36,0,5,1,5
ORD-15228,2023-07-29,2023-08-03,UPS,9.8,0,5,1,5
ORD-15229,2023-07-29,2023-08-01,UPS,11.35,0,3,1,5
ORD-15230,2023-07-30,2023-08-03,DHL,13.6,0,4,1,5
ORD-15231,2023-07-29,2023-08-04,UPS,9.95,0,6,0,5
ORD-15232,2023-07-29,2023-08-02,UPS,9.77,1,4,1,5
ORD-15233,2023-07-29,2023-08-02,UPS,7.23,0,4,1,5
ORD-15234,2023-07-30,2023-08-01,UPS,13.35,0,2,1,5
ORD-15235,2023-07-30,2023-08-01,DHL,12.63,0,2,1,5
ORD-15236,2023-07-29,2023-08-04,FedEx,11.47,0,6,0,5
ORD-15237,2023-07-29,2023-08-01,UPS,7.93,0,3,1,5
ORD-15238,2023-07-29,2023-07-31,DHL,11.26,0,2,1,5
ORD-15239,2023-07-28,2023-08-03,UPS,7.87,0,6,0,5
ORD-15240,2023-07-28,2023-08-02,UPS,11.99,0,5,1,5
ORD-15241,2023-07-28,2023-08-02,DHL,9.15,0,5,1,5
ORD-15242,2023-07-28,2023-08-02,UPS,8.82,0,5,1,5
ORD-15243,2023-07-29,2023-08-01,UPS,8.66,0,3,1,5
ORD-15244,2023-07-29,2023-07-31,UPS,7.21,1,2,1,5
ORD-15245,2023-07-29,2023-07-31,UPS,10.95,0,2,1,5
ORD-15246,2023-07-31,2023-08-04,FedEx,14.23,0,4,1,5
ORD-15247,2023-07-29,2023-07-31,DHL,11.79,0,2,1,5
ORD-15248,2023-07-30,2023-08-02,UPS,6.09,0,3,1,5
ORD-15249,2023-07-29,2023-08-03,FedEx,6.84,0,5,1,5
ORD-15250,2023-07-30,2023-08-03,DHL,14.11,0,4,1,5
ORD-15251,2023-07-30,2023-08-03,FedEx,9.21,0,4,1,5
ORD-15252,2023-07-29,2023-07-31,FedEx,10.22,0,2,1,5
ORD-15253,2023-07-31,2023-08-03,UPS,7.17,0,3,1,5
ORD-15254,2023-07-31,2023-08-06,FedEx,14.85,0,6,0,5
ORD-15255,2023-07-30,2023-08-03,FedEx,6.64,0,4,1,5
ORD-15256,2023-07-31,2023-08-03,DHL,13.34,0,3,1,5
ORD-15257,2023-07-30,2023-08-05,DHL,9.17,0,6,0,5
ORD-15258,2023-07-31,2023-08-05,FedEx,12.88,0,5,1,5
ORD-15259,2023-07-30,2023-08-02,UPS,13.63,0,3,1,5
ORD-15260,2023-07-29,2023-08-01,DHL,9.31,0,3,1,5
ORD-15261,2023-08-01,2023-08-05,DHL,9.65,0,4,1,5
ORD-15262,2023-07-31,2023-08-04,UPS,5.11,0,4,1,5
ORD-15264,2023-07-30,2023-08-05,UPS,10.63,0,6,0,5
ORD-15265,2023-07-30,2023-08-01,FedEx,9.32,0,2,1,5
ORD-15266,2023-07-31,2023-08-02,DHL,13.65,0,2,1,5
ORD-15267,2023-07-31,2023-08-04,FedEx,6.46,0,4,1,5
ORD-15268,2023-07-31,2023-08-03,DHL,13.42,0,3,1,5
ORD-15269,2023-07-31,2023-08-04,UPS,7.6,0,4,1,5
ORD-15270,2023-08-01,2023-08-05,FedEx,6.76,0,4,1,5
ORD-15271,2023-07-30,2023-08-04,UPS,11.19,0,5,1,5
ORD-15272,2023-07-30,2023-08-01,DHL,12.35,0,2,1,5
ORD-15273,2023-07-31,2023-08-04,FedEx,14.46,0,4,1,5
ORD-15274,2023-08-01,2023-08-04,UPS,8.06,0,3,1,5
ORD-15275,2023-08-01,2023-08-07,FedEx,9.0,0,6,0,5
ORD-15276,2023-07-31,2023-08-04,UPS,13.54,0,4,1,5
ORD-15278,2023-08-01,2023-08-04,FedEx,12.91,0,3,1,5
ORD-15279,2023-07-31,2023-08-03,FedEx,10.13,0,3,1,5
ORD-15280,2023-08-01,2023-08-04,UPS,8.34,1,3,1,5
ORD-15281,2023-07-30,2023-08-05,UPS,5.99,0,6,0,5
ORD-15282,2023-07-30,2023-08-01,DHL,14.34,0,2,1,5
ORD-15283,2023-07-31,2023-08-04,DHL,7.49,0,4,1,5
ORD-15284,2023-07-30,2023-08-01,FedEx,6.81,0,2,1,5
ORD-15285,2023-07-31,2023-08-04,DHL,6.01,0,4,1,5
ORD-15287,2023-08-01,2023-08-06,FedEx,14.33,0,5,1,5
ORD-15288,2023-08-02,2023-08-08,DHL,10.39,0,6,0,5
ORD-15289,2023-08-02,2023-08-07,FedEx,6.57,0,5,1,5
ORD-15290,2023-07-31,2023-08-04,UPS,5.45,0,4,1,5
ORD-15291,2023-08-01,2023-08-03,DHL,6.26,0,2,1,5
ORD-15292,2023-08-01,2023-08-03,DHL,13.19,0,2,1,5
ORD-15293,2023-08-02,2023-08-04,UPS,8.66,0,2,1,5
ORD-15294,2023-08-01,2023-08-07,DHL,13.59,0,6,0,5
ORD-15295,2023-08-02,2023-08-06,FedEx,11.34,0,4,1,5
ORD-15296,2023-07-31,2023-08-04,UPS,6.52,0,4,1,5
ORD-15297,2023-08-02,2023-08-06,FedEx,14.46,0,4,1,5
ORD-15298,2023-08-01,2023-08-03,FedEx,5.79,0,2,1,5
ORD-15299,2023-07-31,2023-08-04,DHL,13.13,0,4,1,5
ORD-15300,2023-07-31,2023-08-04,DHL,7.33,0,4,1,5
ORD-15301,2023-08-01,2023-08-07,UPS,5.75,0,6,0,5
ORD-15302,2023-07-31,2023-08-04,DHL,14.03,0,4,1,5
ORD-15303,2023-08-02,2023-08-05,FedEx,12.29,0,3,1,5
ORD-15305,2023-08-01,2023-08-03,FedEx,11.16,0,2,1,5
ORD-15306,2023-07-31,2023-08-04,DHL,11.92,0,4,1,5
ORD-15307,2023-08-01,2023-08-06,UPS,14.49,0,5,1,5
ORD-15308,2023-08-01,2023-08-04,UPS,6.74,0,3,1,5
ORD-15309,2023-08-02,2023-08-05,UPS,14.81,0,3,1,5
ORD-15310,2023-07-31,2023-08-02,DHL,13.4,0,2,1,5
ORD-15311,2023-07-31,2023-08-05,UPS,6.34,0,5,1,5
ORD-15312,2023-08-02,2023-08-08,UPS,11.57,0,6,0,5
ORD-15313,2023-08-01,2023-08-04,FedEx,8.16,0,3,1,5
ORD-15314,2023-07-31,2023-08-05,DHL,9.36,0,5,1,5
ORD-15315,2023-08-01,2023-08-03,DHL,7.89,0,2,1,5
ORD-15316,2023-08-01,2023-08-07,UPS,10.62,0,6,0,5
ORD-15317,2023-08-02,2023-08-06,FedEx,11.68,0,4,1,5
ORD-15318,2023-08-02,2023-08-07,UPS,9.61,0,5,1,5
ORD-15319,2023-08-01,2023-08-04,DHL,11.86,0,3,1,5
ORD-15320,2023-08-01,2023-08-03,FedEx,14.13,0,2,1,5
ORD-15321,2023-07-31,2023-08-06,FedEx,5.38,0,6,0,5
ORD-15322,2023-08-01,2023-08-05,UPS,12.65,0,4,1,5
ORD-15323,2023-08-03,2023-08-05,UPS,13.5,0,2,1,5
ORD-15324,2023-08-01,2023-08-07,UPS,6.49,0,6,0,5
ORD-15325,2023-08-03,2023-08-09,UPS,10.57,0,6,0,5
ORD-15326,2023-08-03,2023-08-06,UPS,5.38,0,3,1,5
ORD-15327,2023-08-03,2023-08-05,FedEx,8.86,0,2,1,5
ORD-15328,2023-08-03,2023-08-09,FedEx,6.14,0,6,0,5
ORD-15329,2023-08-02,2023-08-08,DHL,12.34,0,6,0,5
ORD-15330,2023-08-03,2023-08-07,DHL,14.33,0,4,1,5
ORD-15331,2023-08-01,2023-08-05,FedEx,11.28,0,4,1,5
ORD-15333,2023-08-02,2023-08-06,UPS,14.93,0,4,1,5
ORD-15334,2023-08-03,2023-08-06,DHL,8.8,0,3,1,5
ORD-15335,2023-08-03,2023-08-05,DHL,5.12,0,2,1,5
ORD-15336,2023-08-03,2023-08-08,FedEx,6.57,0,5,1,5
ORD-15337,2023-08-03,2023-08-09,DHL,6.12,0,6,0,5
ORD-15338,2023-08-02,2023-08-07,DHL,6.54,0,5,1,5
ORD-15339,2023-08-02,2023-08-05,FedEx,8.52,0,3,1,5
ORD-15340,2023-08-01,2023-08-06,UPS,10.16,0,5,1,5
ORD-15341,2023-08-04,2023-08-06,DHL,14.59,0,2,1,5
ORD-15342,2023-08-02,2023-08-07,DHL,11.04,0,5,1,5
ORD-15343,2023-08-04,2023-08-10,DHL,11.29,0,6,0,5
ORD-15344,2023-08-03,2023-08-05,UPS,11.42,0,2,1,5
ORD-15345,2023-08-03,2023-08-09,DHL,10.49,0,6,0,5
ORD-15346,2023-08-03,2023-08-05,DHL,7.6,1,2,1,5
ORD-15347,2023-08-03,2023-08-09,FedEx,5.35,0,6,0,5
ORD-15348,2023-08-03,2023-08-09,FedEx,10.15,0,6,0,5
ORD-15349,2023-08-03,2023-08-07,UPS,5.68,1,4,1,5
ORD-15350,2023-08-03,2023-08-08,FedEx,13.93,0,5,1,5
ORD-15351,2023-08-03,2023-08-07,UPS,8.54,1,4,1,5
ORD-15352,2023-08-03,2023-08-09,UPS,12.96,0,6,0,5
ORD-15353,2023-08-02,2023-08-06,DHL,7.49,0,4,1,5
ORD-15354,2023-08-04,2023-08-06,UPS,14.16,0,2,1,5
ORD-15355,2023-08-03,2023-08-06,FedEx,10.89,0,3,1,5
ORD-15356,2023-08-02,2023-08-04,DHL,6.35,0,2,1,5
ORD-15357,2023-08-03,2023-08-08,UPS,8.31,0,5,1,5
ORD-15358,2023-08-02,2023-08-07,DHL,12.04,0,5,1,5
ORD-15359,2023-08-02,2023-08-04,UPS,11.77,0,2,1,5
ORD-15360,2023-08-03,2023-08-08,FedEx,11.88,0,5,1,5
ORD-15361,2023-08-02,2023-08-08,FedEx,12.83,0,6,0,5
ORD-15362,2023-08-02,2023-08-06,UPS,7.83,0,4,1,5
ORD-15363,2023-08-04,2023-08-07,DHL,5.13,0,3,1,5
ORD-15364,2023-08-02,2023-08-06,DHL,11.65,1,4,1,5
ORD-15365,2023-08-03,2023-08-07,DHL,8.37,0,4,1,5
ORD-15366,2023-08-04,2023-08-06,FedEx,14.97,0,2,1,5
ORD-15367,2023-08-04,2023-08-06,UPS,10.07,0,2,1,5
ORD-15368,2023-08-04,2023-08-06,DHL,11.66,0,2,1,5
ORD-15369,2023-08-04,2023-08-07,FedEx,10.68,0,3,1,5
ORD-15370,2023-08-03,2023-08-08,FedEx,7.37,0,5,1,5
ORD-15371,2023-08-03,2023-08-06,UPS,8.1,0,3,1,5
ORD-15372,2023-08-03,2023-08-06,FedEx,5.13,0,3,1,5
ORD-15373,2023-08-02,2023-08-08,FedEx,7.2,0,6,0,5
ORD-15374,2023-08-02,2023-08-04,FedEx,5.3,0,2,1,5
ORD-15375,2023-08-03,2023-08-06,UPS,8.13,0,3,1,5
ORD-15376,2023-08-04,2023-08-10,DHL,14.37,0,6,0,5
ORD-15377,2023-08-04,2023-08-08,DHL,6.06,0,4,1,5
ORD-15378,2023-08-05,2023-08-10,FedEx,8.14,0,5,1,5
ORD-15379,2023-08-04,2023-08-09,UPS,6.53,0,5,1,5
ORD-15380,2023-08-04,2023-08-07,DHL,8.59,0,3,1,5
ORD-15381,2023-08-05,2023-08-10,FedEx,6.57,0,5,1,5
ORD-15382,2023-08-03,2023-08-08,UPS,12.78,0,5,1,5
ORD-15383,2023-08-04,2023-08-06,FedEx,5.04,0,2,1,5
ORD-15384,2023-08-03,2023-08-05,DHL,6.3,0,2,1,5
ORD-15385,2023-08-03,2023-08-07,UPS,8.82,0,4,1,5
ORD-15386,2023-08-04,2023-08-06,UPS,6.84,0,2,1,5
ORD-15387,2023-08-05,2023-08-09,FedEx,10.19,0,4,1,5
ORD-15388,2023-08-03,2023-08-07,DHL,6.02,0,4,1,5
ORD-15389,2023-08-05,2023-08-08,FedEx,12.72,0,3,1,5
ORD-15390,2023-08-03,2023-08-07,DHL,5.69,0,4,1,5
ORD-15391,2023-08-04,2023-08-06,UPS,12.1,0,2,1,5
ORD-15392,2023-08-03,2023-08-06,UPS,10.79,0,3,1,5
ORD-15394,2023-08-05,2023-08-09,FedEx,12.71,0,4,1,5
ORD-15395,2023-08-05,2023-08-11,FedEx,5.34,0,6,0,5
ORD-15397,2023-08-03,2023-08-08,FedEx,5.83,0,5,1,5
ORD-15398,2023-08-05,2023-08-10,UPS,11.11,0,5,1,5
ORD-15399,2023-08-05,2023-08-09,DHL,8.03,0,4,1,5
ORD-15400,2023-08-04,2023-08-07,DHL,12.99,0,3,1,5
ORD-15401,2023-08-06,2023-08-12,DHL,6.49,1,6,0,5
ORD-15402,2023-08-06,2023-08-11,UPS,6.91,0,5,1,5
ORD-15403,2023-08-04,2023-08-09,UPS,7.35,0,5,1,5
ORD-15404,2023-08-05,2023-08-09,FedEx,5.42,0,4,1,5
ORD-15405,2023-08-04,2023-08-10,FedEx,5.32,0,6,0,5
ORD-15406,2023-08-05,2023-08-10,DHL,11.31,1,5,1,5
ORD-15407,2023-08-05,2023-08-07,FedEx,11.04,0,2,1,5
ORD-15408,2023-08-06,2023-08-12,FedEx,9.09,0,6,0,5
ORD-15410,2023-08-04,2023-08-08,DHL,9.54,0,4,1,5
ORD-15411,2023-08-06,2023-08-12,DHL,13.33,0,6,0,5
ORD-15412,2023-08-04,2023-08-10,DHL,13.04,0,6,0,5
ORD-15413,2023-08-04,2023-08-08,UPS,13.47,0,4,1,5
ORD-15414,2023-08-06,2023-08-12,FedEx,6.43,0,6,0,5
ORD-15415,2023-08-06,2023-08-11,UPS,9.09,0,5,1,5
ORD-15416,2023-08-06,2023-08-09,DHL,7.89,0,3,1,5
ORD-15417,2023-08-05,2023-08-09,DHL,5.78,0,4,1,5
ORD-15418,2023-08-05,2023-08-07,DHL,10.16,0,2,1,5
ORD-15419,2023-08-07,2023-08-09,DHL,8.12,1,2,1,5
ORD-15420,2023-08-05,2023-08-08,FedEx,6.57,1,3,1,5
ORD-15421,2023-08-05,2023-08-10,DHL,13.74,0,5,1,5
ORD-15422,2023-08-05,2023-08-09,FedEx,8.12,0,4,1,5
ORD-15423,2023-08-07,2023-08-11,UPS,9.14,0,4,1,5
ORD-15424,2023-08-07,2023-08-11,DHL,12.92,0,4,1,5
ORD-15425,2023-08-06,2023-08-08,FedEx,7.96,0,2,1,5
ORD-15426,2023-08-06,2023-08-12,FedEx,7.13,0,6,0,5
ORD-15427,2023-08-05,2023-08-07,FedEx,7.63,0,2,1,5
ORD-15428,2023-08-06,2023-08-10,DHL,8.15,0,4,1,5
ORD-15429,2023-08-05,2023-08-10,DHL,8.28,0,5,1,5
ORD-15430,2023-08-07,2023-08-11,FedEx,12.91,0,4,1,5
ORD-15431,2023-08-07,2023-08-11,DHL,5.27,0,4,1,5
ORD-15432,2023-08-06,2023-08-10,FedEx,7.58,0,4,1,5
ORD-15433,2023-08-07,2023-08-13,UPS,14.21,0,6,0,5
ORD-15434,2023-08-06,2023-08-08,UPS,11.04,0,2,1,5
ORD-15435,2023-08-05,2023-08-11,UPS,6.07,0,6,0,5
ORD-15436,2023-08-06,2023-08-12,DHL,7.89,0,6,0,5
ORD-15437,2023-08-07,2023-08-12,DHL,14.63,0,5,1,5
ORD-15438,2023-08-05,2023-08-10,FedEx,5.17,0,5,1,5
ORD-15439,2023-08-06,2023-08-11,DHL,8.51,0,5,1,5
ORD-15440,2023-08-07,2023-08-13,UPS,5.45,0,6,0,5
ORD-15441,2023-08-07,2023-08-10,UPS,5.88,0,3,1,5
ORD-15442,2023-08-06,2023-08-08,UPS,14.96,0,2,1,5
ORD-15443,2023-08-07,2023-08-11,DHL,7.95,0,4,1,5
ORD-15444,2023-08-06,2023-08-10,FedEx,7.26,0,4,1,5
ORD-15445,2023-08-07,2023-08-11,DHL,5.21,0,4,1,5
ORD-15446,2023-08-07,2023-08-11,UPS,14.51,0,4,1,5
ORD-15447,2023-08-07,2023-08-13,UPS,8.0,0,6,0,5
ORD-15448,2023-08-07,2023-08-13,DHL,13.16,0,6,0,5
ORD-15449,2023-08-07,2023-08-13,UPS,7.52,0,6,0,5
ORD-15450,2023-08-07,2023-08-09,UPS,13.98,0,2,1,5
ORD-15451,2023-08-07,2023-08-09,DHL,5.25,0,2,1,5
ORD-15452,2023-08-07,2023-08-12,UPS,5.04,0,5,1,5
ORD-15453,2023-08-07,2023-08-12,FedEx,14.5,0,5,1,5
ORD-15455,2023-08-07,2023-08-11,UPS,10.74,0,4,1,5
ORD-15456,2023-08-08,2023-08-11,DHL,13.09,0,3,1,5
ORD-15457,2023-08-07,2023-08-13,FedEx,6.03,0,6,0,5
ORD-15458,2023-08-07,2023-08-09,UPS,10.74,0,2,1,5
ORD-15459,2023-08-06,2023-08-08,UPS,7.78,0,2,1,5
ORD-15460,2023-08-06,2023-08-08,UPS,7.68,1,2,1,5
ORD-15461,2023-08-06,2023-08-10,FedEx,8.34,0,4,1,5
ORD-15462,2023-08-07,2023-08-12,UPS,7.79,1,5,1,5
ORD-15463,2023-08-06,2023-08-12,DHL,8.03,0,6,0,5
ORD-15464,2023-08-08,2023-08-13,UPS,14.85,0,5,1,5
ORD-15465,2023-08-07,2023-08-10,FedEx,7.29,0,3,1,5
ORD-15466,2023-08-07,2023-08-09,DHL,13.19,0,2,1,5
ORD-15467,2023-08-07,2023-08-11,FedEx,7.44,0,4,1,5
ORD-15468,2023-08-07,2023-08-11,DHL,11.17,0,4,1,5
ORD-15469,2023-08-09,2023-08-12,DHL,8.85,0,3,1,5
ORD-15470,2023-08-08,2023-08-11,UPS,12.19,0,3,1,5
ORD-15471,2023-08-07,2023-08-13,UPS,9.78,0,6,0,5
ORD-15472,2023-08-07,2023-08-09,FedEx,14.94,0,2,1,5
ORD-15473,2023-08-09,2023-08-13,FedEx,12.63,0,4,1,5
ORD-15474,2023-08-07,2023-08-11,FedEx,10.07,0,4,1,5
ORD-15475,2023-08-09,2023-08-12,UPS,14.29,0,3,1,5
ORD-15476,2023-08-09,2023-08-15,FedEx,13.23,1,6,0,5
ORD-15477,2023-08-08,2023-08-12,DHL,14.7,0,4,1,5
ORD-15478,2023-08-09,2023-08-12,DHL,13.66,1,3,1,5
ORD-15479,2023-08-08,2023-08-14,FedEx,9.53,0,6,0,5
ORD-15480,2023-08-08,2023-08-10,FedEx,14.91,0,2,1,5
ORD-15481,2023-08-08,2023-08-14,FedEx,7.01,0,6,0,5
ORD-15482,2023-08-08,2023-08-14,DHL,8.91,0,6,0,5
ORD-15483,2023-08-08,2023-08-10,FedEx,8.65,0,2,1,5
ORD-15484,2023-08-09,2023-08-11,FedEx,9.78,0,2,1,5
ORD-15485,2023-08-08,2023-08-13,FedEx,11.08,0,5,1,5
ORD-15486,2023-08-09,2023-08-11,FedEx,8.89,1,2,1,5
ORD-15487,2023-08-07,2023-08-12,DHL,11.97,0,5,1,5
ORD-15488,2023-08-09,2023-08-15,FedEx,6.88,1,6,0,5
ORD-15489,2023-08-08,2023-08-13,FedEx,8.02,1,5,1,5
ORD-15490,2023-08-09,2023-08-15,DHL,11.94,0,6,0,5
ORD-15491,2023-08-07,2023-08-09,DHL,14.39,1,2,1,5
ORD-15493,2023-08-09,2023-08-13,UPS,8.61,0,4,1,5
ORD-15494,2023-08-07,2023-08-13,UPS,12.17,0,6,0,5
ORD-15495,2023-08-09,2023-08-12,UPS,9.75,0,3,1,5
ORD-15496,2023-08-09,2023-08-15,UPS,14.86,0,6,0,5
ORD-15497,2023-08-10,2023-08-16,UPS,14.65,0,6,0,5
ORD-15498,2023-08-09,2023-08-12,DHL,11.04,0,3,1,5
ORD-15499,2023-08-08,2023-08-12,FedEx,5.24,0,4,1,5
ORD-15500,2023-08-09,2023-08-11,UPS,5.07,0,2,1,5
ORD-15501,2023-08-08,2023-08-10,DHL,11.67,0,2,1,5
ORD-15502,2023-08-08,2023-08-10,FedEx,13.18,0,2,1,5
ORD-15503,2023-08-08,2023-08-13,FedEx,5.7,0,5,1,5
ORD-15504,2023-08-09,2023-08-12,FedEx,10.62,0,3,1,5
ORD-15505,2023-08-10,2023-08-16,FedEx,11.27,0,6,0,5
ORD-15506,2023-08-08,2023-08-10,UPS,13.55,0,2,1,5
ORD-15507,2023-08-08,2023-08-14,DHL,10.12,0,6,0,5
ORD-15508,2023-08-08,2023-08-14,DHL,13.54,0,6,0,5
ORD-15510,2023-08-10,2023-08-16,UPS,5.51,0,6,0,5
ORD-15511,2023-08-10,2023-08-16,UPS,13.53,0,6,0,5
ORD-15512,2023-08-08,2023-08-11,DHL,11.74,0,3,1,5
ORD-15513,2023-08-08,2023-08-10,FedEx,7.64,0,2,1,5
ORD-15514,2023-08-10,2023-08-12,FedEx,9.94,0,2,1,5
ORD-15515,2023-08-10,2023-08-13,UPS,11.28,0,3,1,5
ORD-15516,2023-08-10,2023-08-14,UPS,12.25,0,4,1,5
ORD-15518,2023-08-09,2023-08-12,DHL,14.88,0,3,1,5
ORD-15519,2023-08-11,2023-08-14,FedEx,13.79,0,3,1,5
ORD-15520,2023-08-10,2023-08-13,FedEx,12.51,0,3,1,5
ORD-15522,2023-08-10,2023-08-14,DHL,6.22,0,4,1,5
ORD-15523,2023-08-09,2023-08-12,DHL,13.28,0,3,1,5
ORD-15524,2023-08-09,2023-08-14,DHL,7.62,0,5,1,5
ORD-15525,2023-08-11,2023-08-16,DHL,11.08,0,5,1,5
ORD-15526,2023-08-11,2023-08-14,UPS,8.17,0,3,1,5
ORD-15527,2023-08-11,2023-08-17,FedEx,5.66,0,6,0,5
ORD-15528,2023-08-10,2023-08-14,DHL,5.15,0,4,1,5
ORD-15529,2023-08-09,2023-08-12,DHL,12.82,0,3,1,5
ORD-15530,2023-08-09,2023-08-15,DHL,12.34,0,6,0,5
ORD-15532,2023-08-10,2023-08-13,UPS,12.88,0,3,1,5
ORD-15533,2023-08-09,2023-08-14,UPS,13.05,0,5,1,5
ORD-15534,2023-08-09,2023-08-14,DHL,13.88,0,5,1,5
ORD-15535,2023-08-10,2023-08-16,DHL,7.6,0,6,0,5
ORD-15536,2023-08-11,2023-08-15,UPS,13.46,0,4,1,5
ORD-15537,2023-08-09,2023-08-13,FedEx,6.85,0,4,1,5
ORD-15538,2023-08-11,2023-08-15,DHL,7.58,0,4,1,5
ORD-15539,2023-08-12,2023-08-16,DHL,12.6,0,4,1,5
ORD-15540,2023-08-12,2023-08-17,UPS,12.67,0,5,1,5
ORD-15541,2023-08-12,2023-08-17,DHL,10.07,0,5,1,5
ORD-15542,2023-08-10,2023-08-14,UPS,12.83,0,4,1,5
ORD-15543,2023-08-10,2023-08-12,UPS,9.26,0,2,1,5
ORD-15544,2023-08-12,2023-08-18,FedEx,5.25,0,6,0,5
ORD-15545,2023-08-11,2023-08-16,FedEx,5.85,0,5,1,5
ORD-15546,2023-08-11,2023-08-15,DHL,10.94,0,4,1,5
ORD-15547,2023-08-12,2023-08-14,UPS,12.71,0,2,1,5
ORD-15548,2023-08-12,2023-08-15,DHL,12.8,0,3,1,5
ORD-15549,2023-08-11,2023-08-17,DHL,5.52,0,6,0,5
ORD-15550,2023-08-12,2023-08-14,DHL,11.88,0,2,1,5
ORD-15551,2023-08-12,2023-08-16,DHL,14.55,0,4,1,5
ORD-15553,2023-08-10,2023-08-12,DHL,9.12,0,2,1,5
ORD-15554,2023-08-11,2023-08-16,UPS,12.25,0,5,1,5
ORD-15555,2023-08-10,2023-08-13,DHL,8.24,0,3,1,5
ORD-15556,2023-08-10,2023-08-16,FedEx,12.96,0,6,0,5
ORD-15557,2023-08-12,2023-08-16,FedEx,8.45,1,4,1,5
ORD-15558,2023-08-12,2023-08-18,FedEx,14.51,0,6,0,5
ORD-15559,2023-08-10,2023-08-15,FedEx,14.7,0,5,1,5
ORD-15560,2023-08-10,2023-08-16,UPS,13.31,0,6,0,5
ORD-15561,2023-08-12,2023-08-16,UPS,12.64,0,4,1,5
ORD-15562,2023-08-13,2023-08-16,DHL,7.55,0,3,1,5
ORD-15563,2023-08-12,2023-08-14,UPS,5.73,0,2,1,5
ORD-15564,2023-08-13,2023-08-16,FedEx,14.88,0,3,1,5
ORD-15565,2023-08-11,2023-08-14,UPS,12.1,0,3,1,5
ORD-15566,2023-08-11,2023-08-15,DHL,8.93,0,4,1,5
ORD-15567,2023-08-12,2023-08-17,FedEx,6.04,0,5,1,5
ORD-15568,2023-08-12,2023-08-18,FedEx,7.92,0,6,0,5
ORD-15569,2023-08-11,2023-08-14,UPS,5.31,0,3,1,5
ORD-15570,2023-08-13,2023-08-15,FedEx,8.61,0,2,1,5
ORD-15571,2023-08-11,2023-08-17,FedEx,11.99,0,6,0,5
ORD-15572,2023-08-11,2023-08-15,FedEx,14.94,0,4,1,5
ORD-15573,2023-08-11,2023-08-17,UPS,9.66,0,6,0,5
ORD-15574,2023-08-11,2023-08-13,UPS,13.88,0,2,1,5
ORD-15575,2023-08-13,2023-08-19,FedEx,10.25,0,6,0,5
ORD-15576,2023-08-11,2023-08-16,UPS,7.3,0,5,1,5
ORD-15577,2023-08-12,2023-08-16,UPS,10.45,0,4,1,5
ORD-15578,2023-08-11,2023-08-13,DHL,9.72,0,2,1,5
ORD-15579,2023-08-11,2023-08-17,DHL,9.49,0,6,0,5
ORD-15580,2023-08-13,2023-08-17,DHL,6.38,0,4,1,5
ORD-15581,2023-08-12,2023-08-14,UPS,9.37,0,2,1,5
ORD-15582,2023-08-11,2023-08-16,FedEx,11.13,0,5,1,5
ORD-15583,2023-08-11,2023-08-16,DHL,8.26,0,5,1,5
ORD-15584,2023-08-13,2023-08-17,DHL,8.53,0,4,1,5
ORD-15585,2023-08-14,2023-08-16,UPS,5.18,0,2,1,5
ORD-15586,2023-08-12,2023-08-14,DHL,10.13,1,2,1,5
