date,product_id,opening_stock,restock_qty,sold_qty,closing_stock,stockout_flag
2023-06-09,P00002,22,0,6,16,0
2023-06-09,P00003,99,0,9,90,0
2023-06-09,P00004,71,0,2,69,0
2023-06-09,P00005,81,0,3,78,0
2023-06-09,P00006,52,0,7,45,0
2023-06-09,P00007,38,0,11,27,0
2023-06-09,P00008,79,0,5,74,0
2023-06-09,P00009,37,0,5,32,0
2023-06-09,P00010,52,0,3,49,0
2023-06-10,P00001,62,0,3,59,0
2023-06-10,P00002,16,0,12,4,0
2023-06-10,P00003,90,0,6,84,0
2023-06-10,P00004,69,0,10,59,0
2023-06-10,P00005,78,0,13,65,0
2023-06-10,P00006,45,0,11,34,0
2023-06-10,P00007,27,0,2,25,0
2023-06-10,P00008,74,0,3,71,0
2023-06-10,P00009,32,0,3,29,0
2023-06-10,P00010,49,0,0,49,0
2023-06-11,P00001,59,0,4,55,0
2023-06-11,P00002,4,100,3,101,0
2023-06-11,P00003,84,0,0,84,0
2023-06-11,P00004,59,0,5,54,0
2023-06-11,P00005,65,0,7,58,0
2023-06-11,P00006,34,0,9,25,0
2023-06-11,P00007,25,0,2,23,0
2023-06-11,P00008,71,0,4,67,0
2023-06-11,P00009,29,0,15,14,0
2023-06-11,P00010,49,0,4,45,0
2023-06-12,P00001,55,0,12,43,0
2023-06-12,P00002,101,0,4,97,0
2023-06-12,P00003,84,0,1,83,0
2023-06-12,P00004,54,0,5,49,0
2023-06-12,P00005,58,0,7,51,0
2023-06-12,P00006,25,0,5,20,0
2023-06-12,P00007,23,0,4,19,0
2023-06-12,P00008,67,0,12,55,0
2023-06-12,P00009,14,100,11,103,0
2023-06-12,P00010,45,0,3,42,0
2023-06-13,P00001,43,0,3,40,0
2023-06-13,P00002,97,0,8,89,0
2023-06-13,P00003,83,0,7,76,0
2023-06-13,P00004,49,0,6,43,0
2023-06-13,P00005,51,0,8,43,0
2023-06-13,P00006,20,0,6,14,0
2023-06-13,P00007,19,0,5,14,0
2023-06-13,P00008,55,0,3,52,0
2023-06-13,P00009,103,0,9,94,0
2023-06-13,P00010,42,0,2,40,0
2023-06-14,P00001,40,0,4,36,0
2023-06-14,P00002,89,0,4,85,0
2023-06-14,P00003,76,0,6,70,0
2023-06-14,P00004,43,0,0,43,0
2023-06-14,P00005,43,0,8,35,0
2023-06-14,P00006,14,100,7,107,0
2023-06-14,P00007,14,100,6,108,0
2023-06-14,P00008,52,0,3,49,0
2023-06-14,P00009,94,0,5,89,0
2023-06-14,P00010,40,0,3,37,0
2023-06-15,P00001,36,0,7,29,0
2023-06-15,P00002,85,0,6,79,0
2023-06-15,P00003,70,0,7,63,0
2023-06-15,P00004,43,0,3,40,0
2023-06-15,P00005,35,0,2,33,0
2023-06-15,P00006,107,0,0,107,0
2023-06-15,P00007,108,0,0,108,0
2023-06-15,P00008,49,0,3,46,0
2023-06-15,P00009,89,0,3,86,0
2023-06-15,P00010,37,0,2,35,0
2023-06-16,P00001,29,0,8,21,0
2023-06-16,P00002,79,0,7,72,0
2023-06-16,P00003,63,0,8,55,0
2023-06-16,P00004,40,0,1,39,0
2023-06-16,P00005,33,0,2,31,0
2023-06-16,P00006,107,0,4,103,0
2023-06-16,P00007,108,0,1,107,0
2023-06-16,P00008,46,0,9,37,0
2023-06-16,P00009,86,0,8,78,0
2023-06-16,P00010,35,0,6,29,0
2023-06-17,P00001,21,0,9,12,0
2023-06-17,P00002,72,0,7,65,0
2023-06-17,P00003,55,0,3,52,0
2023-06-17,P00004,39,0,0,39,0
2023-06-17,P00005,31,0,1,30,0
2023-06-17,P00006,103,0,2,101,0
2023-06-17,P00007,107,0,7,100,0
2023-06-17,P00008,37,0,8,29,0
2023-06-17,P00009,78,0,4,74,0
2023-06-17,P00010,29,0,1,28,0
2023-06-18,P00001,12,100,3,109,0
2023-06-18,P00002,65,0,5,60,0
2023-06-18,P00003,52,0,5,47,0
2023-06-18,P00004,39,0,1,38,0
2023-06-18,P00005,30,0,0,30,0
2023-06-18,P00006,101,0,7,94,0
2023-06-18,P00007,100,0,13,87,0
2023-06-18,P00008,29,0,5,24,0
2023-06-18,P00009,74,0,0,74,0
2023-06-18,P00010,28,0,5,23,0
2023-06-19,P00001,109,0,6,103,0
2023-06-19,P00002,60,0,13,47,0
2023-06-19,P00003,47,0,6,41,0
2023-06-19,P00004,38,0,15,23,0
2023-06-19,P00005,30,0,7,23,0
2023-06-19,P00006,94,0,6,88,0
2023-06-19,P00007,87,0,4,83,0
2023-06-19,P00008,24,0,6,18,0
2023-06-19,P00009,74,0,5,69,0
2023-06-19,P00010,23,0,1,22,0
2023-06-20,P00001,103,0,9,94,0
2023-06-20,P00002,47,0,13,34,0
2023-06-20,P00003,41,0,3,38,0
2023-06-20,P00004,23,0,4,19,0
2023-06-20,P00005,23,0,7,16,0
2023-06-20,P00006,88,0,9,79,0
2023-06-20,P00007,83,0,6,77,0
2023-06-20,P00008,18,0,4,14,0
2023-06-20,P00009,69,0,2,67,0
2023-06-20,P00010,22,0,5,17,0
2023-06-21,P00001,94,0,2,92,0
2023-06-21,P00002,34,0,16,18,0
2023-06-21,P00003,38,0,0,38,0
2023-06-21,P00004,19,0,4,15,0
2023-06-21,P00005,16,0,9,7,0
2023-06-21,P00006,79,0,2,77,0
2023-06-21,P00007,77,0,8,69,0
2023-06-21,P00008,14,100,5,109,0
2023-06-21,P00009,67,0,19,48,0
2023-06-21,P00010,17,0,4,13,0
2023-06-22,P00001,92,0,4,88,0
2023-06-22,P00002,18,0,7,11,0
2023-06-22,P00003,38,0,5,33,0
2023-06-22,P00004,15,0,8,7,0
2023-06-22,P00005,7,100,4,103,0
2023-06-22,P00006,77,0,0,77,0
2023-06-22,P00007,69,0,3,66,0
2023-06-22,P00008,109,0,5,104,0
2023-06-22,P00009,48,0,0,48,0
2023-06-22,P00010,13,100,5,108,0
2023-06-23,P00001,88,0,2,86,0
2023-06-23,P00002,11,100,3,108,0
2023-06-23,P00003,33,0,6,27,0
2023-06-23,P00004,7,100,3,104,0
2023-06-23,P00005,103,0,3,100,0
2023-06-23,P00006,77,0,5,72,0
2023-06-23,P00007,66,0,5,61,0
2023-06-23,P00008,104,0,8,96,0
2023-06-23,P00009,48,0,0,48,0
2023-06-23,P00010,108,0,4,104,0
2023-06-24,P00001,86,0,9,77,0
2023-06-24,P00002,108,0,4,104,0
2023-06-24,P00003,27,0,3,24,0
2023-06-24,P00004,104,0,4,100,0
2023-06-24,P00005,100,0,4,96,0
2023-06-24,P00006,72,0,6,66,0
2023-06-24,P00007,61,0,8,53,0
2023-06-24,P00008,96,0,10,86,0
2023-06-24,P00009,48,0,5,43,0
2023-06-24,P00010,104,0,1,103,0
2023-06-25,P00001,77,0,5,72,0
2023-06-25,P00002,104,0,3,101,0
2023-06-25,P00003,24,0,2,22,0
2023-06-25,P00004,100,0,1,99,0
2023-06-25,P00005,96,0,6,90,0
2023-06-25,P00006,66,0,5,61,0
2023-06-25,P00007,53,0,3,50,0
2023-06-25,P00008,86,0,3,83,0
2023-06-25,P00009,43,0,5,38,0
2023-06-25,P00010,103,0,3,100,0
2023-06-26,P00001,72,0,0,72,0
2023-06-26,P00002,101,0,10,91,0
2023-06-26,P00003,22,0,8,14,0
2023-06-26,P00004,99,0,8,91,0
2023-06-26,P00005,90,0,11,79,0
2023-06-26,P00006,61,0,2,59,0
2023-06-26,P00007,50,0,3,47,0
2023-06-26,P00008,83,0,4,79,0
2023-06-26,P00009,38,0,8,30,0
2023-06-26,P00010,100,0,3,97,0
2023-06-27,P00001,72,0,3,69,0
2023-06-27,P00002,91,0,10,81,0
2023-06-27,P00003,14,100,5,109,0
2023-06-27,P00004,91,0,3,88,0
2023-06-27,P00005,79,0,3,76,0
2023-06-27,P00006,59,0,4,55,0
2023-06-27,P00007,47,0,2,45,0
2023-06-27,P00008,79,0,3,76,0
2023-06-27,P00009,30,0,0,30,0
2023-06-27,P00010,97,0,4,93,0
2023-06-28,P00001,69,0,7,62,0
2023-06-28,P00002,81,0,7,74,0
2023-06-28,P00003,109,0,6,103,0
2023-06-28,P00004,88,0,8,80,0
2023-06-28,P00005,76,0,7,69,0
2023-06-28,P00006,55,0,9,46,0
2023-06-28,P00007,45,0,4,41,0
2023-06-28,P00008,76,0,10,66,0
2023-06-28,P00009,30,0,6,24,0
2023-06-28,P00010,93,0,4,89,0
2023-06-29,P00001,62,0,0,62,0
2023-06-29,P00002,74,0,3,71,0
2023-06-29,P00003,103,0,8,95,0
2023-06-29,P00004,80,0,1,79,0
2023-06-29,P00005,69,0,5,64,0
2023-06-29,P00006,46,0,12,34,0
2023-06-29,P00007,41,0,15,26,0
2023-06-29,P00008,66,0,10,56,0
2023-06-29,P00009,24,0,0,24,0
2023-06-29,P00010,89,0,10,79,0
2023-06-30,P00001,62,0,3,59,0
2023-06-30,P00002,71,0,1,70,0
2023-06-30,P00003,95,0,6,89,0
2023-06-30,P00004,79,0,15,64,0
2023-06-30,P00005,64,0,9,55,0
2023-06-30,P00006,34,0,0,34,0
2023-06-30,P00007,26,0,7,19,0
2023-06-30,P00008,56,0,3,53,0
2023-06-30,P00009,24,0,1,23,0
2023-06-30,P00010,79,0,6,73,0
2023-07-01,P00001,59,0,0,59,0
2023-07-01,P00002,70,0,4,66,0
2023-07-01,P00003,89,0,4,85,0
2023-07-01,P00004,64,0,15,49,0
2023-07-01,P00005,55,0,1,54,0
2023-07-01,P00006,34,0,0,34,0
2023-07-01,P00007,19,0,3,16,0
2023-07-01,P00008,53,0,4,49,0
2023-07-01,P00009,23,0,8,15,0
2023-07-01,P00010,73,0,3,70,0
2023-07-02,P00001,59,0,9,50,0
2023-07-02,P00002,66,0,0,66,0
2023-07-02,P00003,85,0,10,75,0
2023-07-02,P00004,49,0,8,41,0
2023-07-02,P00005,54,0,15,39,0
2023-07-02,P00006,34,0,5,29,0
2023-07-02,P00007,16,0,8,8,0
2023-07-02,P00008,49,0,5,44,0
2023-07-02,P00009,15,0,9,6,0
2023-07-02,P00010,70,0,7,63,0
2023-07-03,P00001,50,0,3,47,0
2023-07-03,P00002,66,0,3,63,0
2023-07-03,P00003,75,0,1,74,0
2023-07-03,P00004,41,0,10,31,0
2023-07-03,P00005,39,0,7,32,0
2023-07-03,P00006,29,0,11,18,0
2023-07-03,P00007,8,100,14,94,0
2023-07-03,P00008,44,0,5,39,0
2023-07-03,P00009,6,100,4,102,0
2023-07-03,P00010,63,0,16,47,0
2023-07-04,P00001,47,0,6,41,0
2023-07-04,P00002,63,0,4,59,0
2023-07-04,P00003,74,0,5,69,0
2023-07-04,P00004,31,0,4,27,0
2023-07-04,P00005,32,0,4,28,0
2023-07-04,P00006,18,0,5,13,0
2023-07-04,P00007,94,0,3,91,0
2023-07-04,P00008,39,0,8,31,0
2023-07-04,P00009,102,0,1,101,0
2023-07-04,P00010,47,0,9,38,0
2023-07-05,P00001,41,0,5,36,0
2023-07-05,P00002,59,0,4,55,0
2023-07-05,P00003,69,0,3,66,0
2023-07-05,P00004,27,0,6,21,0
2023-07-05,P00005,28,0,2,26,0
2023-07-05,P00006,13,100,5,108,0
2023-07-05,P00007,91,0,5,86,0
2023-07-05,P00008,31,0,0,31,0
2023-07-05,P00009,101,0,4,97,0
2023-07-05,P00010,38,0,0,38,0
2023-07-06,P00001,36,0,14,22,0
2023-07-06,P00002,55,0,5,50,0
2023-07-06,P00003,66,0,4,62,0
2023-07-06,P00004,21,0,0,21,0
2023-07-06,P00005,26,0,6,20,0
2023-07-06,P00006,108,0,5,103,0
2023-07-06,P00007,86,0,5,81,0
2023-07-06,P00008,31,0,4,27,0
2023-07-06,P00009,97,0,6,91,0
2023-07-06,P00010,38,0,5,33,0
2023-07-07,P00001,22,0,0,22,0
2023-07-07,P00002,50,0,5,45,0
2023-07-07,P00003,62,0,4,58,0
2023-07-07,P00004,21,0,8,13,0
2023-07-07,P00005,20,0,7,13,0
2023-07-07,P00006,103,0,8,95,0
2023-07-07,P00007,81,0,4,77,0
2023-07-07,P00008,27,0,4,23,0
2023-07-07,P00009,91,0,4,87,0
2023-07-07,P00010,33,0,4,29,0
2023-07-08,P00001,22,0,6,16,0
2023-07-08,P00002,45,0,6,39,0
2023-07-08,P00003,58,0,10,48,0
2023-07-08,P00004,13,100,8,105,0
2023-07-08,P00005,13,100,4,109,0
2023-07-08,P00006,95,0,1,94,0
2023-07-08,P00007,77,0,3,74,0
2023-07-08,P00008,23,0,7,16,0
2023-07-08,P00009,87,0,6,81,0
2023-07-08,P00010,29,0,1,28,0
2023-07-09,P00001,16,0,2,14,0
2023-07-09,P00002,39,0,5,34,0
2023-07-09,P00003,48,0,7,41,0
2023-07-09,P00004,105,0,3,102,0
2023-07-09,P00005,109,0,1,108,0
2023-07-09,P00006,94,0,2,92,0
2023-07-09,P00007,74,0,2,72,0
2023-07-09,P00008,16,0,4,12,0
2023-07-09,P00009,81,0,8,73,0
2023-07-09,P00010,28,0,0,28,0
2023-07-10,P00001,14,100,4,110,0
2023-07-10,P00002,34,0,9,25,0
2023-07-10,P00003,41,0,3,38,0
2023-07-10,P00004,102,0,12,90,0
2023-07-10,P00005,108,0,2,106,0
2023-07-10,P00006,92,0,3,89,0
2023-07-10,P00007,72,0,12,60,0
2023-07-10,P00008,12,100,5,107,0
2023-07-10,P00009,73,0,5,68,0
2023-07-10,P00010,28,0,6,22,0
2023-07-11,P00001,110,0,10,100,0
2023-07-11,P00002,25,0,3,22,0
2023-07-11,P00003,38,0,2,36,0
2023-07-11,P00004,90,0,0,90,0
2023-07-11,P00005,106,0,0,106,0
2023-07-11,P00006,89,0,0,89,0
2023-07-11,P00007,60,0,1,59,0
2023-07-11,P00008,107,0,0,107,0
2023-07-11,P00009,68,0,3,65,0
2023-07-11,P00010,22,0,2,20,0
2023-07-12,P00001,100,0,7,93,0
2023-07-12,P00002,22,0,0,22,0
2023-07-12,P00003,36,0,3,33,0
2023-07-12,P00004,90,0,4,86,0
2023-07-12,P00005,106,0,4,102,0
2023-07-12,P00006,89,0,8,81,0
2023-07-12,P00007,59,0,2,57,0
2023-07-12,P00008,107,0,18,89,0
2023-07-12,P00009,65,0,3,62,0
2023-07-12,P00010,20,0,5,15,0
2023-07-13,P00001,93,0,1,92,0
2023-07-13,P00002,22,0,6,16,0
2023-07-13,P00003,33,0,4,29,0
2023-07-13,P00004,86,0,9,77,0
2023-07-13,P00005,102,0,0,102,0
2023-07-13,P00006,81,0,1,80,0
2023-07-13,P00007,57,0,6,51,0
2023-07-13,P00008,89,0,9,80,0
2023-07-13,P00009,62,0,9,53,0
2023-07-13,P00010,15,0,3,12,0
2023-07-14,P00001,92,0,7,85,0
2023-07-14,P00002,16,0,8,8,0
2023-07-14,P00003,29,0,3,26,0
2023-07-14,P00004,77,0,5,72,0
2023-07-14,P00005,102,0,1,101,0
2023-07-14,P00006,80,0,12,68,0
2023-07-14,P00007,51,0,4,47,0
2023-07-14,P00008,80,0,0,80,0
2023-07-14,P00009,53,0,0,53,0
2023-07-14,P00010,12,100,4,108,0
2023-07-15,P00001,85,0,8,77,0
2023-07-15,P00002,8,100,3,105,0
2023-07-15,P00003,26,0,1,25,0
2023-07-15,P00004,72,0,5,67,0
2023-07-15,P00005,101,0,9,92,0
2023-07-15,P00006,68,0,6,62,0
2023-07-15,P00007,47,0,12,35,0
2023-07-15,P00008,80,0,11,69,0
2023-07-15,P00009,53,0,0,53,0
2023-07-15,P00010,108,0,0,108,0
2023-07-16,P00001,77,0,9,68,0
2023-07-16,P00002,105,0,0,105,0
2023-07-16,P00003,25,0,6,19,0
2023-07-16,P00004,67,0,2,65,0
2023-07-16,P00005,92,0,2,90,0
2023-07-16,P00006,62,0,4,58,0
2023-07-16,P00007,35,0,6,29,0
2023-07-16,P00008,69,0,0,69,0
2023-07-16,P00009,53,0,1,52,0
2023-07-16,P00010,108,0,14,94,0
2023-07-17,P00001,68,0,7,61,0
2023-07-17,P00002,105,0,10,95,0
2023-07-17,P00003,19,0,6,13,0
2023-07-17,P00004,65,0,7,58,0
2023-07-17,P00005,90,0,3,87,0
2023-07-17,P00006,58,0,1,57,0
2023-07-17,P00007,29,0,7,22,0
2023-07-17,P00008,69,0,4,65,0
2023-07-17,P00009,52,0,4,48,0
2023-07-17,P00010,94,0,4,90,0
2023-07-18,P00001,61,0,6,55,0
2023-07-18,P00002,95,0,3,92,0
2023-07-18,P00003,13,100,6,107,0
2023-07-18,P00004,58,0,2,56,0
2023-07-18,P00005,87,0,3,84,0
2023-07-18,P00006,57,0,2,55,0
2023-07-18,P00007,22,0,2,20,0
2023-07-18,P00008,65,0,5,60,0
2023-07-18,P00009,48,0,8,40,0
2023-07-18,P00010,90,0,4,86,0
2023-07-19,P00001,55,0,6,49,0
2023-07-19,P00002,92,0,11,81,0
2023-07-19,P00003,107,0,8,99,0
2023-07-19,P00004,56,0,7,49,0
2023-07-19,P00005,84,0,0,84,0
2023-07-19,P00006,55,0,4,51,0
2023-07-19,P00007,20,0,4,16,0
2023-07-19,P00008,60,0,6,54,0
2023-07-19,P00009,40,0,6,34,0
2023-07-19,P00010,86,0,13,73,0
2023-07-20,P00001,49,0,8,41,0
2023-07-20,P00002,81,0,8,73,0
2023-07-20,P00003,99,0,6,93,0
2023-07-20,P00004,49,0,2,47,0
2023-07-20,P00005,84,0,11,73,0
2023-07-20,P00006,51,0,3,48,0
2023-07-20,P00007,16,0,1,15,0
2023-07-20,P00008,54,0,10,44,0
2023-07-20,P00009,34,0,5,29,0
2023-07-20,P00010,73,0,9,64,0
2023-07-21,P00001,41,0,1,40,0
2023-07-21,P00002,73,0,1,72,0
2023-07-21,P00003,93,0,2,91,0
2023-07-21,P00004,47,0,0,47,0
2023-07-21,P00005,73,0,9,64,0
2023-07-21,P00006,48,0,5,43,0
2023-07-21,P00007,15,0,3,12,0
2023-07-21,P00008,44,0,8,36,0
2023-07-21,P00009,29,0,7,22,0
2023-07-21,P00010,64,0,2,62,0
2023-07-22,P00001,40,0,6,34,0
2023-07-22,P00002,72,0,8,64,0
2023-07-22,P00003,91,0,5,86,0
2023-07-22,P00004,47,0,0,47,0
2023-07-22,P00005,64,0,4,60,0
2023-07-22,P00006,43,0,5,38,0
2023-07-22,P00007,12,100,13,99,0
2023-07-22,P00008,36,0,2,34,0
2023-07-22,P00009,22,0,3,19,0
2023-07-22,P00010,62,0,2,60,0
2023-07-23,P00001,34,0,9,25,0
2023-07-23,P00002,64,0,3,61,0
2023-07-23,P00003,86,0,2,84,0
2023-07-23,P00004,47,0,4,43,0
2023-07-23,P00005,60,0,8,52,0
2023-07-23,P00006,38,0,11,27,0
2023-07-23,P00007,99,0,9,90,0
2023-07-23,P00008,34,0,13,21,0
2023-07-23,P00009,19,0,4,15,0
2023-07-23,P00010,60,0,3,57,0
2023-07-24,P00001,25,0,4,21,0
2023-07-24,P00002,61,0,3,58,0
2023-07-24,P00003,84,0,5,79,0
2023-07-24,P00004,43,0,0,43,0
2023-07-24,P00005,52,0,6,46,0
2023-07-24,P00006,27,0,12,15,0
2023-07-24,P00007,90,0,5,85,0
2023-07-24,P00008,21,0,5,16,0
2023-07-24,P00009,15,0,2,13,0
2023-07-24,P00010,57,0,6,51,0
2023-07-25,P00001,21,0,2,19,0
2023-07-25,P00002,58,0,9,49,0
2023-07-25,P00003,79,0,7,72,0
2023-07-25,P00004,43,0,4,39,0
2023-07-25,P00005,46,0,4,42,0
2023-07-25,P00006,15,0,8,7,0
2023-07-25,P00007,85,0,2,83,0
2023-07-25,P00008,16,0,6,10,0
2023-07-25,P00009,13,100,3,110,0
2023-07-25,P00010,51,0,0,51,0
2023-07-26,P00001,19,0,2,17,0
2023-07-26,P00002,49,0,7,42,0
2023-07-26,P00003,72,0,0,72,0
2023-07-26,P00004,39,0,9,30,0
2023-07-26,P00005,42,0,9,33,0
2023-07-26,P00006,7,100,2,105,0
2023-07-26,P00007,83,0,12,71,0
2023-07-26,P00008,10,100,5,105,0
2023-07-26,P00009,110,0,9,101,0
2023-07-26,P00010,51,0,11,40,0
2023-07-27,P00001,17,0,11,6,0
2023-07-27,P00002,42,0,2,40,0
2023-07-27,P00003,72,0,10,62,0
2023-07-27,P00004,30,0,10,20,0
2023-07-27,P00005,33,0,7,26,0
2023-07-27,P00006,105,0,8,97,0
2023-07-27,P00007,71,0,4,67,0
2023-07-27,P00008,105,0,10,95,0
2023-07-27,P00009,101,0,4,97,0
2023-07-27,P00010,40,0,6,34,0
2023-07-28,P00001,6,100,5,101,0
2023-07-28,P00002,40,0,7,33,0
2023-07-28,P00003,62,0,3,59,0
2023-07-28,P00004,20,0,1,19,0
2023-07-28,P00005,26,0,0,26,0
2023-07-28,P00006,97,0,0,97,0
2023-07-28,P00007,67,0,6,61,0
2023-07-28,P00008,95,0,9,86,0
2023-07-28,P00009,97,0,4,93,0
2023-07-28,P00010,34,0,2,32,0
2023-07-29,P00001,101,0,1,100,0
2023-07-29,P00002,33,0,11,22,0
2023-07-29,P00003,59,0,3,56,0
2023-07-29,P00004,19,0,14,5,0
2023-07-29,P00005,26,0,0,26,0
2023-07-29,P00006,97,0,2,95,0
2023-07-29,P00007,61,0,2,59,0
2023-07-29,P00008,86,0,3,83,0
2023-07-29,P00009,93,0,6,87,0
2023-07-29,P00010,32,0,3,29,0
2023-07-30,P00001,100,0,15,85,0
2023-07-30,P00002,22,0,5,17,0
2023-07-30,P00003,56,0,3,53,0
2023-07-30,P00004,5,100,7,98,0
2023-07-30,P00005,26,0,7,19,0
2023-07-30,P00006,95,0,16,79,0
2023-07-30,P00007,59,0,12,47,0
2023-07-30,P00008,83,0,3,80,0
2023-07-30,P00009,87,0,8,79,0
2023-07-30,P00010,29,0,6,23,0
2023-07-31,P00001,85,0,0,85,0
2023-07-31,P00002,17,0,4,13,0
2023-07-31,P00003,53,0,9,44,0
2023-07-31,P00004,98,0,9,89,0
2023-07-31,P00005,19,0,9,10,0
2023-07-31,P00006,79,0,6,73,0
2023-07-31,P00007,47,0,9,38,0
2023-07-31,P00008,80,0,5,75,0
2023-07-31,P00009,79,0,2,77,0
2023-07-31,P00010,23,0,12,11,0
2023-08-01,P00001,85,0,9,76,0
2023-08-01,P00002,13,100,3,110,0
2023-08-01,P00003,44,0,0,44,0
2023-08-01,P00004,89,0,0,89,0
2023-08-01,P00005,10,100,9,101,0
2023-08-01,P00006,73,0,1,72,0
2023-08-01,P00007,38,0,9,29,0
2023-08-01,P00008,75,0,4,71,0
2023-08-01,P00009,77,0,3,74,0
2023-08-01,P00010,11,100,8,103,0
2023-08-02,P00001,76,0,2,74,0
2023-08-02,P00002,110,0,6,104,0
2023-08-02,P00003,44,0,4,40,0
2023-08-02,P00004,89,0,3,86,0
2023-08-02,P00005,101,0,9,92,0
2023-08-02,P00006,72,0,4,68,0
2023-08-02,P00007,29,0,4,25,0
2023-08-02,P00008,71,0,3,68,0
2023-08-02,P00009,74,0,4,70,0
2023-08-02,P00010,103,0,4,99,0
2023-08-03,P00001,74,0,3,71,0
2023-08-03,P00002,104,0,4,100,0
2023-08-03,P00003,40,0,10,30,0
2023-08-03,P00004,86,0,7,79,0
2023-08-03,P00005,92,0,8,84,0
2023-08-03,P00006,68,0,1,67,0
2023-08-03,P00007,25,0,0,25,0
2023-08-03,P00008,68,0,8,60,0
2023-08-03,P00009,70,0,7,63,0
2023-08-03,P00010,99,0,3,96,0
2023-08-04,P00001,71,0,7,64,0
2023-08-04,P00002,100,0,2,98,0
2023-08-04,P00003,30,0,4,26,0
2023-08-04,P00004,79,0,5,74,0
2023-08-04,P00005,84,0,2,82,0
2023-08-04,P00006,67,0,6,61,0
2023-08-04,P00007,25,0,1,24,0
2023-08-04,P00008,60,0,12,48,0
2023-08-04,P00009,63,0,3,60,0
2023-08-04,P00010,96,0,5,91,0
2023-08-05,P00001,64,0,1,63,0
2023-08-05,P00002,98,0,5,93,0
2023-08-05,P00003,26,0,2,24,0
2023-08-05,P00004,74,0,4,70,0
2023-08-05,P00005,82,0,7,75,0
2023-08-05,P00006,61,0,4,57,0
2023-08-05,P00007,24,0,2,22,0
2023-08-05,P00008,48,0,3,45,0
2023-08-05,P00009,60,0,6,54,0
2023-08-05,P00010,91,0,8,83,0
2023-08-06,P00001,63,0,4,59,0
2023-08-06,P00002,93,0,2,91,0
2023-08-06,P00003,24,0,7,17,0
2023-08-06,P00004,70,0,5,65,0
2023-08-06,P00005,75,0,5,70,0
2023-08-06,P00006,57,0,9,48,0
2023-08-06,P00007,22,0,6,16,0
2023-08-06,P00008,45,0,3,42,0
2023-08-06,P00009,54,0,7,47,0
2023-08-06,P00010,83,0,10,73,0
2023-08-07,P00001,59,0,1,58,0
2023-08-07,P00002,91,0,9,82,0
2023-08-07,P00003,17,0,3,14,0
2023-08-07,P00004,65,0,2,63,0
2023-08-07,P00005,70,0,5,65,0
2023-08-07,P00006,48,0,4,44,0
2023-08-07,P00007,16,0,9,7,0
2023-08-07,P00008,42,0,14,28,0
2023-08-07,P00009,47,0,8,39,0
2023-08-07,P00010,73,0,5,68,0
2023-08-08,P00001,58,0,3,55,0
2023-08-08,P00002,82,0,7,75,0
2023-08-08,P00003,14,100,9,105,0
2023-08-08,P00004,63,0,0,63,0
2023-08-08,P00005,65,0,0,65,0
2023-08-08,P00006,44,0,13,31,0
2023-08-08,P00007,7,100,8,99,0
2023-08-08,P00008,28,0,3,25,0
2023-08-08,P00009,39,0,5,34,0
2023-08-08,P00010,68,0,3,65,0
2023-08-09,P00001,55,0,0,55,0
2023-08-09,P00002,75,0,0,75,0
2023-08-09,P00003,105,0,3,102,0
2023-08-09,P00004,63,0,6,57,0
2023-08-09,P00005,65,0,6,59,0
2023-08-09,P00006,31,0,7,24,0
2023-08-09,P00007,99,0,8,91,0
2023-08-09,P00008,25,0,2,23,0
2023-08-09,P00009,34,0,2,32,0
2023-08-09,P00010,65,0,12,53,0
2023-08-10,P00001,55,0,6,49,0
2023-08-10,P00002,75,0,3,72,0
2023-08-10,P00003,102,0,1,101,0
2023-08-10,P00004,57,0,8,49,0
2023-08-10,P00005,59,0,10,49,0
2023-08-10,P00006,24,0,6,18,0
2023-08-10,P00007,91,0,4,87,0
2023-08-10,P00008,23,0,13,10,0
2023-08-10,P00009,32,0,3,29,0
2023-08-10,P00010,53,0,11,42,0
2023-08-11,P00001,49,0,10,39,0
2023-08-11,P00002,72,0,8,64,0
2023-08-11,P00003,101,0,1,100,0
2023-08-11,P00004,49,0,4,45,0
2023-08-11,P00005,49,0,6,43,0
2023-08-11,P00006,18,0,2,16,0
2023-08-11,P00007,87,0,14,73,0
2023-08-11,P00008,10,100,3,107,0
2023-08-11,P00009,29,0,4,25,0
2023-08-11,P00010,42,0,2,40,0
2023-08-12,P00001,39,0,7,32,0
2023-08-12,P00002,64,0,7,57,0
2023-08-12,P00003,100,0,7,93,0
2023-08-12,P00004,45,0,3,42,0
2023-08-12,P00005,43,0,5,38,0
2023-08-12,P00006,16,0,3,13,0
2023-08-12,P00007,73,0,4,69,0
2023-08-12,P00008,107,0,3,104,0
2023-08-12,P00009,25,0,7,18,0
2023-08-12,P00010,40,0,11,29,0
2023-08-13,P00001,32,0,1,31,0
2023-08-13,P00002,57,0,8,49,0
2023-08-13,P00003,93,0,1,92,0
2023-08-13,P00004,42,0,5,37,0
2023-08-13,P00005,38,0,3,35,0
2023-08-13,P00006,13,100,8,105,0
2023-08-13,P00007,69,0,1,68,0
2023-08-13,P00008,104,0,3,101,0
2023-08-13,P00009,18,0,3,15,0
2023-08-13,P00010,29,0,5,24,0
2023-08-14,P00001,31,0,5,26,0
2023-08-14,P00002,49,0,5,44,0
2023-08-14,P00003,92,0,0,92,0
2023-08-14,P00004,37,0,1,36,0
2023-08-14,P00005,35,0,9,26,0
